"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03"
"Stapleton","Denver","CO","Denver","Denver",1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339949.5,394616,395000,424998,385000,403495,394450,424950,389990,366037.5,385990,420990,435000,435000,434900,430000,433990,437680,449900,429990,434990,435000,465000,468500,492000,504900,5e+05,502450,498450,489900,503000,496697,479900,461990,494400,512247.5
"Bermuda Run","Advance","NC","Winston-Salem","Davie",1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237450,260000,274950,299900,275000,269950,269950,262450,249750,255000,210000,209900,199900,199900,210000,239450,238450,199000,199000,199450,213500,199000,199000,195750,190000,189900,190000,189450,189950
"Northwood Harbor","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186450,179900,201500,207500,215000,214950,196000,214900,215000,227000,218000,215000,199000,199900,199450,212450,234000,234500,219000,228000,223950
"Clearwater Beach Association","Clearwater","FL","Tampa","Pinellas",1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649900,632318.5,629000,599000,599000,617450,615000,610000,610000,649900,634500,659000,649900
"Calico Ridge","Henderson","NV","Las Vegas","Clark",1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,279000,259750,299000,285000,290000,298000,295200,300445,298500,299900,304990,299994.5,301990,313995,319700,329700,313000,308771.5,299900,299450,319900,342445,325000,301950,295000,297990,292940,310000,317740,343840,363900,367990,347345,351500,367990
"Singer Island","Riviera Beach","FL","Miami-Fort Lauderdale","Palm Beach",1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,485000,495000,495000,499000,492000,475000,475000,475000,475000,449900,450000,430000,450000,450000,429499.5,424000,429000,399950,399000,399950,399500,397000,379497,404000,425000,412500,397000,399000,395000,399000,399000,395000,425000,465000,495000,484750,510000,5e+05,495000,469000,467000
"Isla Del Sol","Saint Petersburg","FL","Tampa","Pinellas",1285,230000,239996,230000,236950,234000,234000,233450,229900,234900,224900,229950,224450,220000,224900,219900,226450,219900,219000,220000,224900,219000,217000,216000,215000,210000,207500,210000,210000,215000,212000,210000,210000,199925,199900,219900,220000,219950,215000,219900,215000,220000,214450,237885,239950,245000,239900,216600,214500,214500,214500,214900,219900,229000,229900,225450,220000,224900,222400,229000,233500,245000,254950,249900,244850,232450,229000,225000,229000,228000,239450,239450,235000,241000,241000,258500
"Bridges at Gilbert","Gilbert","AZ","Phoenix","Maricopa",1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355990,355990,345990,336240,334240,330990,334990,348990,348146.5,348990,353990,341990,328990,336490,358990,361990,394990,367900,361990,388990,405495
"Island Estate Civic Association","Clearwater","FL","Tampa","Pinellas",1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348250,349000,359000,367450,359500,349000,349000,399000,379000,405000,394500,374500,425000,459000,377000,394500
"Sand Key Civic Association","Clearwater","FL","Tampa","Pinellas",1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490124,498248,525000,520000,499900,499000,498248,495000,482000,549000,525000,539450,539450,499000,499000,485000,495000,539000,527000,512000,469450,524000,485000,523499.5,554450,579000,549900,529000,562875,549900,560000,565375,560000,565750,599000,599000,607500,595000,579350,549500
"Portola Springs","Irvine","CA","Los Angeles-Long Beach-Anaheim, CA","Orange",1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752812,764496.5,748600,794900,847600,864505,876884,858950,876894,907990,911495,893990,921439,889617.5,891445,898245,892527.5,883490,816290,807440,845990,865000,815000,813944,885888,885000,885000,885000,899999,823888,829000,830000,849000,872800
"Cypress Bend","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,131950,124950,125000,124500,124900,124500,123900,124750,135000,135000,138900,140000,140000,144900,149000,137450,148950,147750,137450,135000,152500,139000,133250,131249.5,129999,140000,149450,149000
"Harris Ranch","Boise","ID","Boise City","Ada",1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,409900,394700,395900,395900,394700,398900,399900,398900,395200,397400,389900,374950,387900,384900,389999,389900,384900,382400,384900,369900,377900,377900
"Hawk's Landing","Madison","WI","Madison","Dane",1292,,,,,,,,,,,,,,,,,,,,,,,,,,,439900,439900,427450,429900,399900,359900,384900,382400,399900,399900,399900,424900,414900,432400,399900,419900,399900,388600,389900,399900,399900,399900,425000,427500,449900,449900,452000,459950,459950,450950,449900,449900,449900,449900,454950,460000,464900,460000,439900,439900,449900,449900,449900,449900,449900,449900,449900,449900,452400
"Brookville","Glen Head","NY","New York","Nassau",1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497500,2647000,2712000,2969000,2995000,2980000,2995000,2795000,2995000,3097000,3097000,3047000,2998000,2988000,2934000,2980000,2891500,2698000,2899999,2995000,2991500,2995000,2991500,2988000
"Pumpkin Hill","Jacksonville","FL","Jacksonville","Duval",1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302490,339900,319990,314990,312495,314950,272490,273490,267990,269990,269990,240294.5,234945
"Lake Nona South","Orlando","FL","Orlando","Orange",1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332490,349990,345460,346490,343997.5,345225,343990,350000,353990,355990,355990,359609,367990,379680,369990,374990,375558,373990,370000,389990,388490,377990,376990,413812.5,406843,391386.5,380490,402490,386883.5,411495,389777,386883.5,395990,404000,403742.5,431990,438111,435050.5
"Fiddyment Farm","Roseville","CA","Sacramento","Placer",1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479900,470000,489990,477990,470000,479990,474721.5,473945,485000,485000,489990,489990
"Whittier Mill Village","Atlanta","GA","Atlanta","Fulton",1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311950,340640,340640,347900,347900,342500,319900,316900,309900,309400,313400,319900,323900,323900,321400,312900,319000,316900,319400
"Old Brookville","Glen Head","NY","New York","Nassau",1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324500,2374000,2398000,2350000,2337500,2150000,2074500,2074500,2150000,2225000,2262500,2098000,1993400,1998000,1998000,1998000,1950000,1998000,2073500,2073500,2149000,1795000,1999000,1998000
"Rolling Hills Ranch","Chula Vista","CA","San Diego","San Diego",1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000,699000,699475,694000,739000,742000,699000,699000,769950,769950,750450,769999.5,773000
"Aqualane Shore","Naples","FL","Naples","Collier",1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595000,3697500,3850000,3697500,3495000,3742500,3742500,3790000,3645000,3495000,3797500,3797500,3797500,3900000,3947500,3995000,3850000
"Lake Nona Central","Orlando","FL","Orlando","Orange",1301,,,,,,,,,,,,,,,,,,,,,,,,,,,334990,339790,342390,324990,328090,328990,328990,303990,346495,351494.5,354990,358990,345000,349000,349945,349990,349900,349990,359000,354495,355000,372990,370000,374777,372990,370000,368595,364900,362490,353990,364900,354900,354990,355990,353495,358990,363995,358990,383490,383490,383490,393995,390439,384995,386990,397495,407995,412990,410990
"Westpark","Roseville","CA","Sacramento","Placer",1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412200,419900,402875,399700,415000,415000,412500,410000,415000,407095,424950,429000,422450,429500,429725,430000,425000,428795,421950,429410,422450,431076,439900,455990,450990
"Sandbridge","Virginia Beach","VA","Virginia Beach","Virginia Beach City",1303,841121.5,829000,798500,729000,711950,695000,732000,735000,707500,659900,679000,679000,650000,629000,659900,664450,665000,650000,625000,625000,625000,599900,599450,599900,630000,637500,679450,679000,675000,679000,675000,669000,665000,659000,670000,659000,680000,684500,665000,665000,679000,677000,649499.5,679450,654499.5,659450,659450,675000,659000,672000,677000,679000,672000,669000,664450,659900,664450,664450,650000,644950,659450,675000,683750,675000,675000,675000,674900,661950,677000,659900,650000,659900,649500,634250,625000
"Sycamore Creek","Corona","CA","Riverside","Riverside",1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000,459000,460000,447000,439900,447240,438650,429450,433950,429950,434000,435000,439450,439900,444900,424900,425000,439900,438500,433325,438500,429000,431650,431650,432000,431825,430825,429950,445000
"Locust Point","Baltimore","MD","Baltimore","Baltimore City",1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389900,364900,359900,349900,352450,362400,344900,342000,345000,349999,354949.5,347450,350000,391500,399000,399700,399500,399450,409950,409900,374000
"Lake Nona Estates","Orlando","FL","Orlando","Orange",1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795000,1795000,1795000,1595555,1595555,1390000,1555675,1555675,1440000,1440000,1450000,1402500,1430000,1402500,1375000,1495000,1497000,1525000,1537500,1550000,1412000,1425000,1412000,1462500,1412000,1349000,1285000,1254500,1254500,1179000,1150000,1195000,1227000,1227500
"Lakeville","Salisbury","CT","Torrington","Litchfield",1307,,,,,,,,,,,,,,,,,,649000,585000,585000,567000,595000,585000,549000,595000,607000,590000,675000,645000,625000,597000,595000,599000,680000,650000,624500,597000,572500,595000,545000,597000,585000,585000,525000,587000,609000,575000,597000,575000,567500,575000,560000,535000,472500,535000,535000,515000,535000,495000,575000,575000,575000,575000,575000,575000,580000,575000,575000,585000,615000,631500,648000,648000,580000,562500
"Westhampton Dunes","Westhampton Beach","NY","New York","Suffolk",1308,2300000,2250000,2200000,2200000,2372000,2125000,2150000,2150000,2150000,2200000,2150000,2200000,2422000,2050000,2050000,2150000,2050000,2050000,2150000,2200000,2150000,2200000,2150000,2150000,2150000,2100000,2172500,2295000,2345000,2225000,2200000,2200000,2195000,2197500,2200000,2172500,2100000,2249000,2200000,2295000,2200000,2124500,2150000,2175000,2200000,1999900,2075000,2150000,2200000,2200000,2499000,2499000,2349499.5,2359999.5,2447000,2449500,2539000,2539000,2780000,2799999,2780000,2780000,2574500,2780000,2575000,2575000,2789500,2799000,2815000,2900000,2900000,2995000,2995000,2995000,2990000
"Camby","Indianapolis","IN","Indianapolis","Marion",1309,119900,120495,119500,112500,114500,114800,114650,110000,114900,112750,110000,109900,109899,106500,107445,106250,107813,109000,108990,106995,109900,110000,109999,112900,112990,112945,111400,109900,111450,113945,113900,114950,114900,115900,113250,113250,112500,114000,115900,116500,117500,124900,125000,124900,122900,121450,125000,127200,128200,127700,127500,128500,128950,129900,134900,130000,130000,129900,125000,124900,125000,127500,129900,129975,130000,129900,129900,134400,134500,134400,129900,129900,129900,129950,130000
"Lake Balboa","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432250,442225,420000,444950,449888,450000,475000,465000,459499.5,443500,445000,439974.5,459000,462000,459000,459000,449000,499000,498000,509900,497450,489950,474888,507450,499888,499894,519000,525000,531437.5
"Castleton","Indianapolis","IN","Indianapolis","Marion",1309,117200,117500,124199.5,120000,119900,119900,119900,119900,116000,115000,116000,117500,117500,118750,117000,118750,119900,118750,117400,115450,118250,117900,115000,114900,114700,111000,115000,114900,109950,112500,112500,111250,118500,117900,113750,113750,112000,114900,114900,114900,114900,110000,114900,114990,119000,112900,120000,114950,109500,114500,123000,110750,118450,118899.5,117700,115000,114900,114450,112900,112450,124900,122000,129999,122000,129000,129000,124900,120000,119450,119000,114900,114550,124950,124900,133500
"Broad Ripple","Indianapolis","IN","Indianapolis","Marion",1309,183500,179900,179800,175000,179900,174950,175000,182350,189900,189900,189900,193500,189900,189900,177450,179950,179000,177000,184900,179900,179900,184500,189450,189900,199900,193900,197400,186450,187900,188250,187500,179900,175000,169900,173900,169700,169700,177450,179900,179900,186000,189900,189500,182250,185000,187000,194900,194900,189450,191450,195950,197450,199900,205000,197250,199000,203450,194000,188950,185000,184900,184900,189900,199900,210000,212450,207325,194950,189700,195000,193000,193000,185000,194750,207000
"Devonshire","Indianapolis","IN","Indianapolis","Marion",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202450,224900,247450,224900,242400,219900,219900,232400,239950,238950,229900,208900,214400,225950,245000,239900,229900,225000,199900,224900,219900,225000,239900,249900,249900,245000,234950,236250,232400,231500,240900,239000,239900,229000,247400,239900,238450
"Edgewood","Indianapolis","IN","Indianapolis","Marion",1309,125000,124450,116500,113900,118700,115000,114900,110000,109900,109900,115000,109900,115000,109950,110000,117500,115000,115000,115000,107900,110000,118450,109900,119700,116995,118245,115000,112500,104900,104899,99900,1e+05,99950,1e+05,99900,99900,1e+05,1e+05,99900,111450,114900,118450,114950,115000,119900,112900,110000,109900,109900,109900,104900,109900,118875,114900,109925,99925,103700,104900,99925,108500,110000,110000,110000,118900,119900,119700,119900,120000,117500,114900,120000,120000,110000,115000,125000
"Five Points","Indianapolis","IN","Indianapolis","Marion",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,110000,110000,112000,112000,118250,112450,114900,114900,116450,119900,126950,118950,118000,113400,115000,114900,113450,116700
"Glenn's Valley","Indianapolis","IN","Indianapolis","Marion",1309,139900,141244,139900,134900,129950,128300,125600,130000,129900,125000,124700,124950,125000,125000,125000,132250,129395,123700,130000,132250,127500,134900,129900,129900,129949.5,137394,139900,134250,132900,119900,120000,119900,119900,120000,122500,123700,122700,126400,124900,126450,127900,139900,137250,137000,141250,147900,134900,132900,132900,134900,137900,135000,144450,140000,138900,148250,149200,148000,138000,152000,149550,149500,149100,143450,139450,139900,148900,149900,139900,144000,148900,150000,152450,152450,149949.5
"Linden Wood","Indianapolis","IN","Indianapolis","Marion",1309,129900,129900,125000,124999.5,124999,124900,120000,120000,119900,119900,119900,119900,120000,115000,119450,120000,124900,120000,119900,114900,110000,112700,109900,104900,104900,109900,120400,126200,124950,129000,125000,129900,125000,123700,138750,138125,129900,129500,109900,119900,129500,137700,137900,144875,133900,129900,136250,133400,134900,130000,119950,139999,146900,145000,143900,144900,144900,143550,139900,139000,134900,134900,139945,134950,145000,139900,135900,134900,135000,135000,135500,139900,134900,144900,149900
"Poplar Grove","Indianapolis","IN","Indianapolis","Marion",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149350,155000,149900,155000,155750,150000,154900,154500,154900,157900,157900,149900,156450
"University Heights","Indianapolis","IN","Indianapolis","Marion",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68500,68500,64950,69900,74900,79400,76950,87000,85500,79450,67400,65400,65450,65900,67900,78900,78950,84900,79900,74900,74900,74900,74900,70000,69000,69945,70000,70000,73450,70000,64900,70450,68900,67900,69950,66500,64900,65000,69900
"Valley Mills","Indianapolis","IN","Indianapolis","Marion",1309,105600,105000,104900,101450,97950,98000,97000,98900,99500,98940,97500,95000,94999,94949.5,97900,94950,99500,99900,99000,94200,89900,89900,89900,89900,94777,94900,95000,94950,94900,97500,99487.5,99437.5,95000,89950,92450,90000,89999.5,90500,94950,104999,105000,108105,109250,109000,109500,109900,109900,109900,109500,109247.5,109975,116450,119900,120000,119900,117900,113700,110000,112450,109247.5,105499.5,105500,109447.5,115000,116900,115000,119825,119900,115000,114900,114900,111950,107000,108000,108995
"Francisville","Philadelphia","PA","Philadelphia","Philadelphia",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342500,329900,344999.5,322450,319900,324900,319900,318950,347000,352000,325000,339000,330950
"Jones Creek","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1309,199950,193950,192700,197450,199950,199900,189900,184400,178500,179900,178500,182500,179250,178500,177000,179000,174200,164900,156500,159900,177450,179000,174200,170000,170000,169950,175000,169900,170000,174500,169900,169900,161950,166900,179400,175000,169000,164900,171700,174950,182400,179000,175000,178900,178900,174499.5,169900,169900,171250,165000,174200,182400,184900,179900,179900,179900,179900,179900,179900,179950,182400,185000,202449.5,210000,191200,195000,197950,206900,199000,198500,2e+05,208500,189900,189900,199900
"Kleinpeter","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,374450,385000,384950,394450,427400,429000,384000,419995,419995,376200,379900,395700,407600,435950
"Sherwood Forest","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1309,183500,184500,183500,174950,175000,180000,182250,183500,179900,172400,167700,161200,151850,149800,154500,155970,160000,163000,162500,159900,164450,160000,157900,150000,149995,155950,150000,148800,154900,159000,159000,158500,152000,155000,159900,155000,159500,159500,169000,169000,173875,170000,165000,165000,165000,165000,167450,164950,162000,162200,169000,164900,169900,179900,169900,172900,179900,179900,179900,179200,178500,174500,178500,179900,169900,167650,167500,169700,169000,173000,172000,177250,181900,167800,161200
"Eagle Creek","Indianapolis","IN","Indianapolis","Marion",1309,126500,129900,128500,125000,120000,119900,119900,119900,124900,132500,127000,127000,136450,129000,129900,126900,126950,129450,125000,119900,118250,120000,119900,119900,120000,119900,120000,119900,124900,117000,117000,114900,110000,114000,113000,119900,117000,116000,119900,126750,127500,128950,127500,126250,129900,131000,129999.5,129900,129900,129900,129900,127450,124900,124900,129000,125000,125000,124900,127500,124159.5,124659.5,119900,124409.5,124000,124000,124500,128825,129900,124000,129900,137950,131200,131950,138000,139400
"Eastside","Indianapolis","IN","Indianapolis","Marion",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59450,59900,57900,57000,54900,53933,50000,50000,49200,49900,50000,52500,59500,68450,68000,68900,62449.5,59500,58749.5,56949.5,59900,59950,66950,63950,64950,65000,56500,54900,52450,54900,53329.5,55100,53379.5,55000,59900
"Carroll Park","Philadelphia","PA","Philadelphia","Philadelphia",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,69450,69900,64900,60000,60000,65000,55000,62200,64900,64900,64950,64900,64900,64900,59950,55000,54900,49950,52500,50000,58950,59000,57000,55000,59450,59900,56450,57000
"Feltonville","Philadelphia","PA","Philadelphia","Philadelphia",1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,62000,59900,59950,62000,64999.5,64950,66450,67700,66250,64900,64950,62000,63249.5,64450,65000,67000,67950,64950,59999.5,59999,59900,59000,59000,59000,59900,59000,59000,54900
