"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,204900,202250,223000,220000,222900,225500,220000,219500,229000,219900,209700,199500,194900,198000,199999,209000,219000,217000,199900,195000,189700,195000,189900,189000,190000,199625,199500,194950,199900,205950,2e+05,189000,185000,190000,214950,205000,209950,220000,238000,244925,249000,249900,245000,249900,239900,239000,242900,250000,249900,250000,269900,275000,287750,279900,275000,282000,274900,279950,269900,268500,289000,3e+05,324900,320000,330000,335000,325000,319000,335000,339900,346500,339700,339000,349000,349999
"Paradise","Las Vegas","NV","Las Vegas","Clark",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,152900,155000,154900,150000,155000,158000,159550,159900,165000,164900,169000,170000,174900,170000,175000,175000,179999,185000,185000,185000,189900,189999,190000,190000,194900,198000,197000,197250,197000,195000
"Maryvale","Phoenix","AZ","Phoenix","Maricopa",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98000,99997,1e+05,106000,109894,109900,110000,115000,117350,114900,112000,113400,110000,105000,113700,115000,117900,120000,120000,125000,125000,129900,129900,129900,130000,134900,135000,137850,139000
"Upper West Side","New York","NY","New York","New York",4,,,,,,,,,,,,,,,,,,,,,,,,,,,1075000,1017000,999000,1050000,992000,975000,1035000,999000,1025000,1095000,1075000,1095000,1082500,1095000,1095000,1147500,1100000,1112500,1095000,1127000,1195000,1195000,1295000,1275000,1200000,1270000,1275000,1295000,1395000,1250000,1299500,1375000,1400000,1450000,1399000,1460000,1475000,1500000,1552500,1597000,1675000,1745000,1750000,1699499.5,1760000,1805000,2e+06,1995000,1842000
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,830000,799450,790000,744000,741950,749000,770000,799000,799000,8e+05,769000,775000,799000,799000,799000,829000,899000,899000,850000,849000,829000,849000,899000,899000,950000,1025000,1049000,999000
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279900,285000,269000,277450,289450,299000,295999,299000,305000,305000,299900,299999,299450,284900,309450,315000,315000,325000,328000,325000,329000,325000,329000,329000,332999.5,335000,335000,336000,345000
"Upper East Side","New York","NY","New York","New York",7,,,,,,,,,,,,,,,,,,,,,,,,,,,1080000,1085000,1049000,1095000,1049000,996475,1082000,1095000,1175000,1200000,1195000,1150000,1169000,1195000,1175000,1195000,1175000,1200000,1235000,1299000,1395000,1395000,1450000,1395000,1399000,1395000,1350000,1350000,1449500,1350000,1450000,1550000,1600000,1649000,1650000,1650000,1695000,1695000,1675000,1625000,1599500,1595000,1700000,1775000,1750000,1795000,1975000,1995000,1795000
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107800,110000,108000,109800,114375,114000,114990,116200,118000,124900,125000,128500,119900,119900,124400,125000,126000,126500,132000,135000,135000,139000,139900,137950,137750,139900,138000,140000,140000
"East New York","New York","NY","New York","Kings",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354000,369000,399000,360000,369994.5,357500,329000,359499.5,365000,360000,362500,389000,419000,422000,419000,439000,399000,447000,399000,428600.5,445000
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184600,182000,175000,174700,180000,180000,179900,189000,183950,199900,2e+05,204000,204995,205000,215000,224900,221960,230000,238000,233999,239900,235000,236490,240000,240000,245000,244990,240000,245000
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,244000,240000,239450,239950,249900,249450,249000,259400,259900,259000,255000,255450,249000,267000,271728.5,275000,268950,265000,270000,274950,283000,288950,290000,295000,299000,299000,299000,299000
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274900,275000,265179.5,265000,275000,280000,282000,287900,287500,287000,285000,287250,284925,288450,296250,299900,3e+05,3e+05,309900,309700,299997,319900,319900,313650,316200,309900,314990,315000,315000
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189500,188000,185000,189000,189250,194900,199900,199900,199900,195000,199900,209900,204999,199000,204949.5,210000,210000,215900,219950,219900,212000,220000,220000,222000,225000,219900,219900,224900,226000
"Washington Heights","New York","NY","New York","New York",14,342000,362000,347000,355000,362000,369000,372000,369000,369000,359500,389000,389500,399000,355000,349500,349000,360000,360000,360000,329000,345000,345000,340000,329000,325000,329000,329000,339995,345000,316000,325000,3e+05,315500,322000,349000,349000,349250,349000,349750,369000,359000,354500,365000,380000,369000,389000,370000,389000,416500,424900,439000,432000,435000,450000,485000,444000,495000,450000,479000,498500,495000,490000,499000,479000,497000,499000,499500,495000,472000,469000,485000,499000,512500,515000,525000
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427499.5,425000,419750,417000,399900,399450,423558,424306,429000,429700,427933.5,429250,425000,375000,399900,399900,416990,399825,469000,469000,469900,495000,495000,479000,463152,459000,456504,462990,478900
"Astoria","New York","NY","New York","Queens",16,,,,,,,,,,,,,,,,,334500,347080,349000,399500,415000,415000,425000,415000,421944,425250,425000,395000,395000,388000,379000,369000,390000,399000,457000,465000,449000,461000,449000,427000,427000,415000,449000,449000,450000,454500,450000,449500,449000,430250,475000,470000,479000,495000,512500,520000,520000,530000,527500,539000,539000,535000,550000,560000,599000,599000,649000,645000,678020,688000,680000,669000,655000,662500,650000
"North Mountain","Phoenix","AZ","Phoenix","Maricopa",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,150000,152900,152500,154900,154900,154900,157995,156950,159000,159900,159450,150000,149000,157990,160000,164900,169900,171950,175000,175000,175000,175000,179800,175000,175000,179000,175000,185000
"Far North","Dallas","TX","Dallas-Fort Worth","Dallas",18,239900,244900,244900,249995,257000,255950,249925,249000,247139.5,244450,244000,233450,229000,227000,229000,239900,239900,240000,238000,236536,229000,229900,227000,219900,219600,229800,232000,244000,245000,245000,249416.5,245900,239900,244800,265000,249000,249000,259000,274440,278950,289000,299000,299000,299995,289900,299000,299900,299000,295000,3e+05,310000,319900,325000,325000,330000,342000,320000,324900,332450,332400,349000,349000,350000,350000,355000,368850,350000,342750,355000,359900,369000,372900,389000,399900,419000
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000,585000,625000,599000,649000,649000,671000,699990,706950,680500,675000,699000,711990,719990,749000,737245,737245,725000,709000,708867,731995,729000,719000,799000,8e+05,849000,849000,829000,750000
"Williamsburg","New York","NY","New York","Kings",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255000,1267500,1199000,1150000,1159000,1175000,1197000,1200000,1185000,1125000,1142500,1197500
"Bedford Stuyvesant","New York","NY","New York","Kings",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e+05,932500,944500,995000,949495,9e+05,950000,950000,960000,949999.5,929000,944999.5,972000,889000,899000,899000,950000,879000,949000,950000
"East Side","El Paso","TX","El Paso","El Paso",22,135000,134999.5,135000,135000,136770,138000,137500,139900,139950,140000,147900,145000,139900,139900,134950,134825,139835,145000,142000,141000,139900,139747,139100,139835,139500,137000,143000,144000,139950,139950,139900,139500,136000,136999,142050,142250,137790,139997.5,139900,143000,143950,139975,139975,143450,140800,139900,139000,139000,139950,140000,142000,145000,142000,143500,140000,139900,139500,135000,134844,135000,132999,135000,138000,139000,139990,139000,139000,139900,139950,139997.5,141050,138900,139000,140664,139900
"Camelback East","Phoenix","AZ","Phoenix","Maricopa",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299000,295750,304200,324700,324900,320000,319000,318200,327000,329000,335000,329000,325000,339000,349900,349450,344000,360000,359000,338500,365000,375000,365000,375000,379500,399000,396000,392000
"Alhambra","Phoenix","AZ","Phoenix","Maricopa",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,125000,127500,129900,129900,135000,135000,138500,139949.5,140000,154250,149900,146900,143950,154000,159000,164900,175000,178500,172500,172000,169000,169900,172944,175000,174900,179950,184950,185000
"Flatbush","New York","NY","New York","Kings",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527000,499000,529000,499000,480000,449000,419000,475000,449000,449000,422000,479000,485000,479000,499000,480000,449500
"Southeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67250,68000,64950,59000,69000,75000,74950,72500,73250,75000,77700,75000,70918,75000,77250,80000,83000,89200,87000,89900,89900,92750,98500,98750,99900,100800,1e+05,100349.5,108375
"Jamaica","New York","NY","New York","Queens",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339000,339000,329000,339000,339000,339000,339000,337495,345000,349000,349900,345000,340000,355000,375000,389000,389000,379999.5,389000,397000,389999.5,389000,389000,399000,395000,399000,419000,419500,419000
"Harlem","New York","NY","New York","New York",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000,710000,775000,805000,785000,719500,750000,789000,805000,849000,865000,880000,805000,825000,750000
"Roosevelt","Fresno","CA","Fresno","Fresno",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185990,174500,155000,155000,157450,160000,159900,155900,154750,164900,146000,149999,158500,183000,175964,170000,174950,2e+05,199999.5,190000,189950,189500,179450,184900,169400,160975,180000
"Williamsbridge","New York","NY","New York","Bronx",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341500,359000,399000,419000,399000,399000,345500,349000,350000,359000,359500,350000,329500,319000,339000,369000,389000,389000,389000,399000,395000,399000,389000,379000,379000,378995,385000,385000,379000
"East Harlem","New York","NY","New York","New York",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795000,785000,695000,781900,797900,800800,840000,775000,795000,787500,750000,699000,704500,698000,775000,809000,875000,875000,918000,895000,799000,799000,837340,827859,795000,792000,795293.5,788700,777375,789000
"Bushwick","New York","NY","New York","Kings",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877000,769000,849499.5,854500,852500,899000,849999,949000,899000,899000,899000,899000,897000,897000,895000,969500,999000
"North Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604995,614950,625000,629945,625000,615250,599000,589000,589000,575000,569000,560000,579000,595000,595000,594900,591500,6e+05,599000,599000,6e+05,625000,599900,610497.5,625000,636000,639900,639000,619000,644900,629900
"East Flatbush","New York","NY","New York","Kings",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,404500,399000,399000,399000,419000,425000,429500,445000,439000,440000,439000,428500,439000,449000,465000,479000,475000,477000,470000,469000,459000,459950,469000,459000,482000,485000,479000,499000
"Enterprise","Las Vegas","NV","Las Vegas","Clark",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207490,210000,210875,210000,214495,220000,220000,223950,229900,229311.5,230000,231000,232990,229992.5,230990,231999.5,235000,239990,248000,255000,250000,253900,255000,254999,255000,259999,259999.5,260000,250000,264900
"East San Jose","San Jose","CA","San Jose","Santa Clara",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,479000,477000,489725,488000,480000,488000,489888,495000,498444,499000,489000,489000,484350,498888,519975,549000,549000,549000,549000,548000,549000,550000,550000,550000,549250,550000,549999.5,539000
"South Mountain","Phoenix","AZ","Phoenix","Maricopa",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154900,154800,149974.5,150000,154900,150000,159850,159900,165000,168500,169000,169999,164400,155000,164900,169900,174900,172000,175000,175900,180000,179900,180125,179999,179500,175000,182750,175000,175000
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,125900,119900,119700,124400,129900,129900,133900,133900,130000,135000,135000,120436,124500,122588,125000,129000,139000,132500,139000,134450,127700,118000,115000,118375,114500,114900,115000,114900
"South Side","Corpus Christi","TX","Corpus Christi","Nueces",39,165000,162900,164700,163200,165000,165900,162000,162000,164900,162199.5,164415,160000,159900,164165,164999,164332.5,164555,164900,159900,159900,159900,159900,159000,159999,159900,158000,152650,159900,159900,159900,150000,149900,149900,148250,155000,158900,155000,159900,159900,162999,172700,177500,177500,178950,177900,179450,182900,188900,184900,188950,187900,209900,204900,214950,211500,214000,204700,198000,199900,205450,215000,215000,222000,203950,205000,205000,199900,205000,205000,204000,204000,205000,209900,208950,209900
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,434499.5,439000,446215,443430,459950,465000,469444,469944,479450,470000,459000,470400,475000,459000,479000,462425,499000,510000,529000,499900,519990,518500,550000,525000,529000,549000,549997.5,550000
"Alief","Houston","TX","Houston","Harris",41,74900,75000,75000,80000,78750,79662.5,79000,79990,82600,82900,80000,79990,76900,75000,74200,75000,74999.5,72000,69900,67900,65000,65900,68150,69900,69000,67500,68000,65000,64950,64900,66250,73950,69850,67700,69900,69900,71000,73200,72250,74500,73657.5,77000,79500,82800,84325,84900,89900,88244,87000,89000,88000,85000,89000,99900,104950,110000,1e+05,107000,101000,99999.5,99000,99995,108000,105000,109550,108000,109500,109950,122000,125000,118000,126500,128000,125250,125750
"Elmhurst","New York","NY","New York","Queens",42,354000,349000,299000,299000,278000,265000,272000,297500,299000,299000,288000,288000,289400,279000,289400,269000,283999.5,295500,292700,289000,268500,255000,289000,311100,310550,308700,270000,269000,249999.5,279000,268000,285000,269000,264000,279000,269000,269000,269000,240000,245000,245000,245000,245000,275000,279000,278000,278000,281500,264000,268000,259000,259000,268000,268000,289000,268000,268000,290000,305000,317500,314000,299000,320000,3e+05,325000,337500,339000,375000,372500,398000,382500,375000,385000,380000,382500
"Bullard","Fresno","CA","Fresno","Fresno",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,268637.5,257000,279000,285000,284900,284600,285000,276050,273300,279000,279000,279825,279600,269500,279000,271250,267000,272000,270000,275000,279000,268900,259900,259000,259900,269000,269900,272450
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679000,669450,649000,650000,649900,679000,654500,679000,705000,695000,699900,687000,675000,649949.5,660000,715000,718950,715778,739000,749000,718000,726000,722000,749000,719000,719000,749000,752500,750000
"Bensonhurst","New York","NY","New York","Kings",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479000,532000,559000,529000,548000,565000,571500,596500,629000,599000,629000,634000,653500,650000,659000,640000,678000,699000,708500,735000,730000,729000,729500,758000,718000,725000,699000,659000,668500
"Central City","Corpus Christi","TX","Corpus Christi","Nueces",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74949.5,74500,69000,70900,69950,74700,75000,79900,79900,77850.5,80000,82900,79900,75000,74900,79900,79900,79900,79900,83500,84900,89450,84949.5,84500,89000,88700,88000,85500,89900,89000,89900
"Northeast","El Paso","TX","El Paso","El Paso",47,113000,114900,114950,114500,110000,110000,109000,109900,105000,103950,102950,102700,105000,106475,105000,105000,108950,107900,105950,107000,106950,105450,105000,103975,105000,105225,108000,107950,107625,108000,107950,105950,106000,104500,107225,108000,109700,109500,108850,109000,109500,110000,108000,109000,108000,107000,105000,101000,99900,99400,98625,97000,99900,1e+05,102000,99999,103000,99999,99900,99900,99975,99975,105000,106974.5,106975,108800,109770,109500,102990,104000,105000,105000,107000,105345,107500
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123950,129900,118000,118000,125000,129450,126557,132500,134950,139900,144900,134900,125000,129900,139450,142750,132000,138600,143000,149700,143000,148900,149950,151350,155000,149450,148900,139900,150000
"Koreatown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539000,499000,479000,499000,523345,499000,519000,489900,550000,534000,498500,499000,478500,449000,488000,499000,586500,589000,569450,540000,539000,559900,555000,549000,579000,595000,582999,599000,595000
"Westlake","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465000,479500,519000,520000,499999,495000,425500,435000,454500,442000,414000,429000,429000,434000,492000,499000,499000,490500,449950,481500,399000,444950,469000,450000,484000,484000,5e+05,483500,470000
"West San Jose","San Jose","CA","San Jose","Santa Clara",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798000,799000,789000,789000,772000,762000,769000,764475,777888,775000,849000,799000,843000,861400,877000,876500,890000,888000,849999,849999,939000,899450,990000,929000,943900,988500,998000,992000,999000,999000,1e+06,1048500,999950,991944,1028944,1116944
"White Haven-Coro Lake","Memphis","TN","Memphis","Shelby",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,44250,40000,40000,40000,40645,42500,45000,47500,40000,45000,45000,40000,42500,40750,42000,42000,41250,42375,39900,37500,44000,44000,42000,39900,39000,35000,39250,39900
"East","Arlington","TX","Dallas-Fort Worth","Tarrant",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,89900,93500,98587.5,99375,99750,99900,93000,104900,110000,106500,96500,85000,89900,95000,97000,99500,95100,100750,105000,115000,115000,116700,118750,114900,115731.5,118000,118000,119900
"North Long Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000,315000,310000,319450,324250,319450,320000,319900,325000,329950,323700,329950,324950,325000,325000,342500,340000,340000,345000,334000,338000,349900,350000,349950,352450,355000,359950,374900,374950
"Canarsie","New York","NY","New York","Kings",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,399000,399000,399000,399000,399000,389000,395000,399000,399000,379000,379000,380000,379000,379000,379000,379000,379000,379000,379000,379000,379000,379000,375000,375000,369000,377000,434500,429900
"Northwest","El Paso","TX","El Paso","El Paso",56,225000,225000,225000,225000,229000,229304,229900,229304,229900,229894,229900,229000,225000,225000,228900,228587.5,225000,229900,229900,229800,225094,219950,220000,225047,229000,225000,234850,234888,239000,234800,234950,231999,234500,229000,231000,229900,230000,229900,235000,239900,235000,237750,235864,235000,235000,235000,233725,232450,229000,229975,230510,234925,230000,229900,229800,226053,227899,223700,224275,222900,219950,219500,220435,224894,227250,225000,223250,223250,224950,225000,227000,225000,225000,225000,229900
"Southeast","Arlington","TX","Dallas-Fort Worth","Tarrant",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144815,139900,139000,140000,136800,139000,139250,139950,142500,141500,139900,140000,140000,139000,129900,137900,139500,147900,150000,149900,154000,155900,165000,165000,162000,159900,160000,159250,163900,165000,160000
"Logan Square","Chicago","IL","Chicago","Cook",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289900,287450,299950,312400,315000,299000,297450,279900,272895,289450,289450,299900,322250,299999,325000,320000,3e+05,299900,325000,330000,329450,324950,339000,385000,399900,399000
"Preston Hollow","Dallas","TX","Dallas-Fort Worth","Dallas",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376000,387500,382450,367000,370000,374900,360000,379000,373950,367000,369900,399999,425000,426000,450000,450000,450000,425000,385000,399900,429000,425000,449900,457900,450000,450000,429000,429000,483000,492500,469000,450000,449000,449900,487881
"South Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289000,289000,289900,284900,285000,284925,289000,287000,289000,284336.5,295000,292000,289900,289900,293450,290000,292500,294999.5,299900,299999,299500,319950,325000,329900,329700,327500,325250,335000,333500
"Sun Valley","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390500,387450,383500,399900,399000,407000,399000,409950,415000,425000,425000,420000,415000,420000,415000,411000,407450,424975,432000,425000,429000,429000,425000,425000,428000,425000,425000,420000,425000
"Canoga Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362000,372499.5,355000,349975,349475,314949.5,329475,350000,389500,357000,369000,364999,399000,339999,349000,367000,384999,385000,391572.5,347000,354950,370000,384950.5,391572.5,388500,370000,339000,346000,337350
"Downtown","San Jose","CA","San Jose","Santa Clara",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532450,529000,529000,497000,499000,559500,565000,569500,575000,583500,565000,545000,520000,519450,539888,574999,579900,589000,599000,629000,650000,659500,665000,660000,649950,659000,662475,658500,670000
"South Ozone Park","New York","NY","New York","Queens",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,380000,389450,399000,399000,399000,395000,399000,399000,399999,4e+05,425000,438500,439000,429495,425000,425000,429000,449000,449000,449000,439999,439999,444500,449000,459000,469000,468000,479000
"Ahwatukee Foothills","Phoenix","AZ","Phoenix","Maricopa",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319000,3e+05,3e+05,3e+05,306245,315000,317000,313000,309900,301990,304900,299000,293000,295000,293900,302990,310745,319990,329900,335000,326990,325000,323995,320000,320000,324450,324450,325000,327000
"North Valley","San Jose","CA","San Jose","Santa Clara",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589950,573995,549900,570000,599999,577990,575000,532500,519750,542500,547450,550000,593000,635000,648000,652500,599500,625000,599000,613450,648995,654990,670990,688000
"Evergreen","San Jose","CA","San Jose","Santa Clara",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,859000,785000,775000,823944,790000,829888,859000,859944,878888,849000,850000,829888,799000,759000,799000,849999.5,849975,949000,925000,879000,930000,899999,899997,899999,899999.5,937475,949000,954000
"Sylmar","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,369475,352500,349997.5,360000,375000,370000,367474.5,360000,369900,370000,375000,375000,364900,385000,386250,385000,385000,395000,397000,395000,394000,391500,399000,405000,410000,410000,405000,410000
"Willow Glen","San Jose","CA","San Jose","Santa Clara",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749475,749975,775000,775000,795000,830000,797000,845000,849925,798000,799475,849000,799450,799000,799950,836000,849000,775000,799000,849000,924999,898400,889000,896500,908500,899000,898000,899500,889000,884494,912475,949000,988944
"West","Arlington","TX","Dallas-Fort Worth","Tarrant",70,129900,136900,142500,145000,141000,139900,139000,139995,149450,139900,137900,129900,129900,130000,135000,135250,135000,134945,132950,129900,129900,131500,131000,129900,129375,130000,134900,129000,136499.5,138000,138000,134700,134900,142912.5,164999,165000,169000,169800,169400,164200,171995,165000,169900,176200,179900,175000,175000,185000,179900,173700,169921,179000,180000,179900,180000,176857.5,176207.5,175000,167500,170000,179700,185900,189950,2e+05,195000,185000,179900,180000,180000,185000,189900,185450,189900,189900,189900
"North Raleigh","Raleigh","NC","Raleigh","Wake",71,244900,244000,241750,239900,244500,239950,243749.5,249500,245000,239700,239900,239000,234900,219945,214900,214900,218450,219900,219827,214900,214500,214900,205000,199900,220000,219900,225000,217500,215000,215000,204900,2e+05,209900,209900,219900,219900,223000,227200,227200,229000,229900,232000,236450,244900,239690,239900,239900,241250,229900,239900,249900,254950,269775,274900,288000,279900,280000,280000,285000,280000,279900,278900,279900,299950,325000,319450,308500,325000,313450,314900,315000,321000,329900,325000,309999
"Northridge","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579000,579000,554925,579000,532470,575000,599000,593500,592495,598500,579000,566000,549950,539950,559500,577000,580000,615000,634900,604475,609975,639950,639000,647000,649925,639000,652500,649950,667475
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,432499.5,459000,455000,449000,439900,454500,459000,459000,464900,459000,469000,479450,450000,459000,459000,459000,459000,485000,495000,489000,489900,495000,499000,496500,499999,499999,510000,511500
"Little Village","Chicago","IL","Chicago","Cook",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83568.5,87237,80500,79900,79900,85710,82500,79200,88118.5,88118.5,89900,88118.5,98700
