neighborhood_id,blkgrp_year,gisjoin,percent_inside
49,2010,G41005100089021,0.219
281,2010,G41005100028011,99.989
362,2010,G41005100028011,0.011
281,2010,G41005100028021,100
40,2010,G41005100041021,100
342,2010,G41005100097024,100
105,2010,G41005100067012,0.016
63,2010,G41005100067012,99.804
20,2010,G41005100067012,0.175
346,2010,G41005100067012,0.005
324,2010,G41005100051002,0.055
345,2010,G41005100051002,62.3
319,2010,G41005100051002,3.072
291,2010,G41005100051002,34.573
324,2010,G41005100106001,99.992
345,2010,G41005100106001,0
291,2010,G41005100106001,0.008
344,2010,G41005100092023,69.59
342,2010,G41005100092023,30.328
437,2010,G41005100092023,0.082
282,2010,G41005100094002,0.115
289,2010,G41005100094002,99.825
344,2010,G41005100094002,0.06
350,2010,G41005100009013,45.235
351,2010,G41005100009013,54.52
438,2010,G41005100009013,0.245
77,2010,G41005100096053,0.538
418,2010,G41005100096053,99.462
274,2010,G41005109800001,0.611
273,2010,G41005109800001,1.815
358,2010,G41005109800001,0.327
363,2010,G41005109800001,0.014
364,2010,G41005109800001,97.233
175,2010,G41000500208002,61.25
186,2010,G41000500208002,0.007
172,2010,G41000500208002,0.019
158,2010,G41000500208002,20.976
185,2010,G41000500208002,17.743
191,2010,G41000500208002,0.004
186,2010,G41000500209002,99.681
172,2010,G41000500209002,0.188
190,2010,G41000500209002,0.016
52,2010,G41000500209002,0.115
186,2010,G41000500210003,0.011
355,2010,G41000500210003,0.001
52,2010,G41000500210003,99.988
84,2010,G41006700333014,100
24,2010,G41006700316161,100
69,2010,G41006700311002,41.024
35,2010,G41006700311002,58.976
366,2010,G41006700308051,97.494
258,2010,G41006700308051,2.478
321,2010,G41006700308051,0.028
197,2010,G41000500203032,0.016
417,2010,G41000500203032,0.068
64,2010,G41000500203032,0
12,2010,G41000500203032,99.915
381,2010,G41005100030004,99.927
383,2010,G41005100030004,0.073
362,2010,G41005100030003,0.072
381,2010,G41005100030003,99.928
350,2010,G41005100012013,0.353
352,2010,G41005100012013,99.647
350,2010,G41005100012023,100
60,2010,G41005100033011,50.695
59,2010,G41005100033011,34.738
382,2010,G41005100033011,14.568
351,2010,G41005100014005,100
351,2010,G41005100014004,99.406
325,2010,G41005100014004,0.594
364,2010,G41005100035021,45.758
368,2010,G41005100035021,6.828
384,2010,G41005100035021,47.414
275,2010,G41005100036013,0.031
276,2010,G41005100036013,99.969
56,2010,G41005100104093,3.345
38,2010,G41005100104093,10.469
71,2010,G41005100104093,85.978
43,2010,G41005100104093,0.017
111,2010,G41005100104093,0.19
344,2010,G41005100016022,0.974
437,2010,G41005100016022,0.04
314,2010,G41005100016022,98.986
315,2010,G41005100018021,0.001
328,2010,G41005100018021,0
320,2010,G41005100018021,20.187
325,2010,G41005100018021,79.813
313,2010,G41000500207003,100
84,2010,G41006700333013,100
83,2010,G41006700331021,0.504
84,2010,G41006700331021,57.883
85,2010,G41006700331021,41.613
3,2010,G41006700305021,13.093
132,2010,G41006700305021,0.001
65,2010,G41006700305021,86.872
366,2010,G41006700305021,0.033
39,2010,G41006700315131,0.124
229,2010,G41006700315131,99.876
114,2010,G41006700325011,0.008
83,2010,G41006700325011,0
31,2010,G41006700325011,0.138
412,2010,G41006700325011,99.855
275,2010,G41005100037012,100
275,2010,G41005100037023,47.955
368,2010,G41005100037023,52.045
367,2010,G41005100095022,100
298,2010,G41005100095023,4.847
367,2010,G41005100095023,95.153
197,2010,G41005100064022,64.447
254,2010,G41005100064022,12.291
286,2010,G41005100064022,0
161,2010,G41005100064022,0.408
408,2010,G41005100064022,0.012
195,2010,G41005100064022,0.005
217,2010,G41005100064022,5.081
228,2010,G41005100064022,11.981
12,2010,G41005100064022,5.776
319,2010,G41005100020001,99.839
312,2010,G41005100020001,0.081
315,2010,G41005100020001,0.08
319,2010,G41005100020005,100
363,2010,G41005100039022,57.602
364,2010,G41005100039022,42.398
272,2010,G41005100040011,98.654
269,2010,G41005100040011,0.165
40,2010,G41005100040011,1.181
319,2010,G41005100024022,1.118
311,2010,G41005100024022,5.901
34,2010,G41005100024022,18.579
278,2010,G41005100024022,0.005
312,2010,G41005100024022,74.398
311,2010,G41005100024023,50.168
34,2010,G41005100024023,12.947
278,2010,G41005100024023,36.871
312,2010,G41005100024023,0.015
274,2010,G41005100040021,3.278
273,2010,G41005100040021,96.708
272,2010,G41005100040021,0.006
364,2010,G41005100040021,0.008
370,2010,G41005100026002,0.006
297,2010,G41005100026002,10.37
318,2010,G41005100026002,62.302
381,2010,G41005100026002,8.202
383,2010,G41005100026002,19.12
264,2010,G41005100046011,0.012
263,2010,G41005100046011,0.037
268,2010,G41005100046011,79.837
316,2010,G41005100046011,20.09
358,2010,G41005100046011,0.023
428,2010,G41005100046011,0
430,2010,G41005100046011,0.001
77,2010,G41005100102002,49.688
296,2010,G41005100102002,36.933
294,2010,G41005100102002,13.356
418,2010,G41005100102002,0.022
37,2010,G41000500218021,100
285,2010,G41000500206002,28.079
377,2010,G41000500206002,0.018
58,2010,G41000500206002,30.949
135,2010,G41000500206002,0.042
287,2010,G41000500206002,40.912
412,2010,G41006700324102,100
412,2010,G41006700324044,100
31,2010,G41006700328001,0.008
250,2010,G41006700328001,39.986
81,2010,G41006700328001,0.045
412,2010,G41006700328001,0.046
442,2010,G41006700328001,59.915
44,2010,G41006700320031,0.01
256,2010,G41006700320031,0.178
258,2010,G41006700320031,8.44
321,2010,G41006700320031,91.372
116,2010,G41000500236002,12.823
112,2010,G41000500236002,34.236
115,2010,G41000500236002,46.162
78,2010,G41000500236002,6.779
316,2010,G41005100047002,4.858
358,2010,G41005100047002,95.142
101,2010,G41005100096061,99.986
418,2010,G41005100096061,0.014
358,2010,G41005100048002,99.959
430,2010,G41005100048002,0.041
148,2010,G41000500229061,2.665
145,2010,G41000500229061,97.335
149,2010,G41000500229061,0
128,2010,G41000500238004,18.045
148,2010,G41000500238004,81.8
105,2010,G41006700304023,10.777
3,2010,G41006700304023,2.785
132,2010,G41006700304023,2.933
117,2010,G41006700304023,4.939
65,2010,G41006700304023,0.076
63,2010,G41006700304023,4.823
20,2010,G41006700304023,73.666
139,2010,G41000500202004,0.096
96,2010,G41000500202004,7.795
9,2010,G41000500202004,0.277
178,2010,G41000500202004,0.03
187,2010,G41000500202004,25.165
167,2010,G41000500202004,24.269
155,2010,G41000500202004,0.039
157,2010,G41000500202004,1.865
66,2010,G41000500202004,6.615
176,2010,G41000500202004,0.001
25,2010,G41000500203043,0.007
15,2010,G41000500203043,0.055
26,2010,G41000500203043,7.958
14,2010,G41000500203043,91.491
73,2010,G41000500203043,0.4
12,2010,G41000500203043,0.09
107,2010,G41006700319111,0.001
76,2010,G41006700319111,0.002
366,2010,G41006700319111,0.027
97,2010,G41006700319111,99.97
46,2010,G41006700316105,23.621
24,2010,G41006700316105,76.289
229,2010,G41006700316105,0.09
69,2010,G41006700315081,0.508
39,2010,G41006700315081,99.485
354,2010,G41006700315081,0.007
104,2010,G41006700318121,99.037
97,2010,G41006700318121,0.963
377,2010,G41000500205011,0.063
262,2010,G41000500205011,99.934
313,2010,G41000500205011,0.003
62,2010,G41000500204032,0.092
134,2010,G41000500204032,38.758
262,2010,G41000500204032,61.151
114,2010,G41006700325021,0
412,2010,G41006700325021,100
229,2010,G41006700327003,0.047
442,2010,G41006700327003,99.864
112,2010,G41000500242003,99.407
412,2010,G41006700326063,100
46,2010,G41006700315062,3.55
39,2010,G41006700315062,16.875
229,2010,G41006700315062,79.574
366,2010,G41006700320013,82.045
321,2010,G41006700320013,17.955
37,2010,G41000500205032,0.112
130,2010,G41000500205032,0.119
136,2010,G41000500205032,1.685
139,2010,G41000500205032,31.562
22,2010,G41000500205032,28.424
183,2010,G41000500205032,38.019
9,2010,G41000500205032,0.01
178,2010,G41000500205032,0.02
167,2010,G41000500205032,0.049
145,2010,G41000500229041,100
51,2010,G41006700324071,0.919
412,2010,G41006700324071,99.081
366,2010,G41006700308053,98.772
258,2010,G41006700308053,1.228
128,2010,G41000500241003,44.049
123,2010,G41000500241003,1.632
116,2010,G41000500241003,38.786
112,2010,G41000500241003,12.708
78,2010,G41000500235001,3.553
140,2010,G41000500235001,96.426
86,2010,G41000500235001,0.014
43,2010,G41000500235001,0.002
111,2010,G41000500235001,0.006
340,2010,G41000500215001,0.334
186,2010,G41000500215001,0
355,2010,G41000500215001,0.462
37,2010,G41000500215001,21.503
158,2010,G41000500215001,39.036
185,2010,G41000500215001,38.665
137,2010,G41000500222081,3.834
301,2010,G41000500222081,96.166
366,2010,G41006700307002,93.027
97,2010,G41006700307002,6.973
366,2010,G41000500204012,0
70,2010,G41000500204012,46.47
96,2010,G41000500204012,35.198
155,2010,G41000500204012,18.187
15,2010,G41000500204012,0.144
305,2010,G41000500204012,0
366,2010,G41000500204013,0.172
70,2010,G41000500204013,0.865
96,2010,G41000500204013,0.028
305,2010,G41000500204013,98.925
334,2010,G41000500204013,0.01
76,2010,G41006700305013,0.002
65,2010,G41006700305013,36.505
20,2010,G41006700305013,62.848
366,2010,G41006700305013,0.645
69,2010,G41006700313001,99.848
20,2010,G41006700313001,0.152
51,2010,G41006700324064,0.044
412,2010,G41006700324064,99.956
340,2010,G41000500211004,85.364
355,2010,G41000500211004,14.632
0,2010,G41000500211004,0.004
256,2010,G41006700321031,99.926
321,2010,G41006700321031,0.074
21,2010,G41006700321083,99.315
19,2010,G41006700321083,0.685
197,2010,G41000500201001,0.226
254,2010,G41000500201001,0.016
230,2010,G41000500201001,0.16
417,2010,G41000500201001,59.801
37,2010,G41000500201001,1.091
136,2010,G41000500201001,0.007
66,2010,G41000500201001,0
176,2010,G41000500201001,0.048
154,2010,G41000500201001,0.029
195,2010,G41000500201001,11.214
217,2010,G41000500201001,0.06
228,2010,G41000500201001,0.249
12,2010,G41000500201001,0.075
247,2010,G41000500201001,0.01
255,2010,G41000500201001,26.999
21,2010,G41006700321092,0.134
0,2010,G41006700321092,78.619
321,2010,G41006700321092,21.247
114,2010,G41006700330003,99.804
83,2010,G41006700330003,0.023
412,2010,G41006700330003,0.167
412,2010,G41006700324045,100
78,2010,G41000500223021,0.008
92,2010,G41000500223021,90.746
91,2010,G41000500223021,9.247
120,2010,G41000500230011,12.858
92,2010,G41000500230011,0.186
219,2010,G41000500230011,79.836
226,2010,G41000500230011,7.091
81,2010,G41006700334002,87.231
442,2010,G41006700334002,12.758
250,2010,G41006700335002,7.831
81,2010,G41006700335002,92.166
442,2010,G41006700335002,0.003
340,2010,G41000500210002,0.001
186,2010,G41000500210002,0
27,2010,G41000500210002,0.006
79,2010,G41000500210002,0.07
94,2010,G41000500210002,2.234
52,2010,G41000500210002,92.561
147,2010,G41000500210002,0.008
0,2010,G41000500210002,5.12
149,2010,G41000500227101,0.703
113,2010,G41000500227101,74.389
339,2010,G41000500227101,24.908
223,2010,G41006700318054,98.42
32,2010,G41006700318054,1.58
147,2010,G41000500216011,0.072
0,2010,G41000500216011,99.928
93,2010,G41000500218012,10.176
61,2010,G41000500218012,0
37,2010,G41000500218012,89.824
104,2010,G41006700319103,0.079
97,2010,G41006700319103,99.921
24,2010,G41006700316094,88.338
412,2010,G41006700316094,11.662
97,2010,G41006700319102,100
285,2010,G41000500223012,0.004
92,2010,G41000500223012,68.494
74,2010,G41000500223012,0
109,2010,G41000500223012,17.489
57,2010,G41000500223012,6.531
91,2010,G41000500223012,4.776
93,2010,G41000500223012,0.849
43,2010,G41000500223012,0.057
16,2010,G41000500223012,1.366
301,2010,G41000500223012,0.434
412,2010,G41006700326101,100
123,2010,G41000500239021,98.258
89,2010,G41000500239021,1.742
17,2010,G41006700316113,26.133
46,2010,G41006700316113,73.867
83,2010,G41006700329023,0.558
31,2010,G41006700329023,99.337
412,2010,G41006700329023,0.105
21,2010,G41006700321081,0.006
19,2010,G41006700321081,99.994
256,2010,G41006700320011,56.493
258,2010,G41006700320011,21.379
259,2010,G41006700320011,22.096
304,2010,G41006700320011,0
321,2010,G41006700320011,0.031
24,2010,G41006700316171,100
417,2010,G41000500201002,7.127
157,2010,G41000500201002,0
66,2010,G41000500201002,0.019
195,2010,G41000500201002,92.851
255,2010,G41000500201002,0.002
51,2010,G41006700316133,100
412,2010,G41006700326102,100
139,2010,G41000500204041,0.003
138,2010,G41000500204041,1.026
134,2010,G41000500204041,38.336
9,2010,G41000500204041,27.117
167,2010,G41000500204041,0.117
37,2010,G41000500213001,100
229,2010,G41006700315122,100
46,2010,G41006700316112,100
87,2010,G41000500225002,0.054
165,2010,G41000500225002,0
144,2010,G41000500225002,62.388
413,2010,G41000500225002,37.559
285,2010,G41000500206001,98.51
109,2010,G41000500206001,1.37
93,2010,G41000500206001,0.119
69,2010,G41006700313003,40.026
227,2010,G41006700313003,59.974
110,2010,G41000500207001,1.899
313,2010,G41000500207001,92.693
339,2010,G41000500207001,0.899
105,2010,G41006700303004,45.47
18,2010,G41006700303004,16.32
20,2010,G41006700303004,0.353
303,2010,G41006700303004,37.857
105,2010,G41006700303001,96.187
18,2010,G41006700303001,3.752
349,2010,G41006700303001,0.061
142,2010,G41000500234041,47.872
111,2010,G41000500234041,52.114
146,2010,G41000500234041,0.014
142,2010,G41000500234042,100
113,2010,G41000500227071,19.678
121,2010,G41000500227071,80.143
259,2010,G41000500227071,0.111
321,2010,G41000500227071,0.068
88,2010,G41000500226031,12.712
87,2010,G41000500226031,2.036
219,2010,G41000500226031,18.161
226,2010,G41000500226031,67.032
46,2010,G41006700316104,98.625
24,2010,G41006700316104,1.375
92,2010,G41000500224001,30.269
74,2010,G41000500224001,60.733
109,2010,G41000500224001,8.812
91,2010,G41000500224001,0.186
114,2010,G41006700322002,84.857
259,2010,G41006700322002,15.143
412,2010,G41006700324062,100
302,2010,G41006700314031,79.502
69,2010,G41006700314031,1.267
46,2010,G41006700314031,19.23
145,2010,G41000500227023,0.006
110,2010,G41000500227023,0.694
149,2010,G41000500227023,0.002
262,2010,G41000500227023,0.049
313,2010,G41000500227023,0.039
339,2010,G41000500227023,99.21
137,2010,G41000500232012,0.018
299,2010,G41000500232012,0.002
43,2010,G41000500232012,92.061
301,2010,G41000500232012,7.92
71,2010,G41000500243041,0
143,2010,G41000500243041,0.003
23,2010,G41000500243041,0.003
54,2010,G41000500243041,10.832
151,2010,G41000500243041,11.567
124,2010,G41000500243041,0.089
141,2010,G41000500243041,0.168
142,2010,G41000500243041,0.015
127,2010,G41000500243041,10.603
412,2010,G41006700324041,100
104,2010,G41006700318152,0.18
107,2010,G41006700318152,0.041
245,2010,G41006700318152,99.779
51,2010,G41006700317053,99.498
223,2010,G41006700317053,0.502
121,2010,G41006700321043,0.796
321,2010,G41006700321043,99.204
109,2010,G41000500223013,0.007
91,2010,G41000500223013,99.993
69,2010,G41006700318071,0.001
32,2010,G41006700318071,99.999
412,2010,G41006700326033,100
299,2010,G41000500233001,0.001
71,2010,G41000500233001,0.001
43,2010,G41000500233001,44.134
111,2010,G41000500233001,55.864
140,2010,G41000500234013,23.132
142,2010,G41000500234013,56.011
111,2010,G41000500234013,20.857
124,2010,G41000500234031,26.779
142,2010,G41000500234031,73.221
51,2010,G41006700316063,99.842
24,2010,G41006700316063,0.158
69,2010,G41006700310031,0.013
67,2010,G41006700310031,99.987
149,2010,G41004700102011,0.069
126,2010,G41004700102011,0.009
148,2010,G41004700102022,0.48
148,2010,G41004700103052,0.165
442,2010,G41000909710003,0.301
85,2010,G41007100304001,0.239
114,2010,G41007100301012,0.022
126,2010,G41007100301012,0.055
121,2010,G41007100301012,0.002
259,2010,G41007100301012,0.071
349,2010,G41005100058004,75.459
435,2010,G41005100058004,0.012
332,2010,G41005100058004,0.001
194,2010,G41005100058004,8.916
379,2010,G41005100058004,15.612
349,2010,G41005100058002,41.076
324,2010,G41005100058002,0.293
434,2010,G41005100058002,3.336
435,2010,G41005100058002,55.295
349,2010,G41005100061001,8.749
194,2010,G41005100061001,91.247
379,2010,G41005100061001,0.003
161,2010,G41005100062002,0.018
343,2010,G41005100062002,0
194,2010,G41005100062002,3.399
391,2010,G41005100062002,96.419
392,2010,G41005100062002,0.11
408,2010,G41005100062002,0.054
267,2010,G41005100065022,0.246
266,2010,G41005100065022,1.418
3,2010,G41005100065022,14.436
343,2010,G41005100065022,82.208
132,2010,G41005100065022,0
409,2010,G41005100065022,1.692
343,2010,G41005100066011,0.029
132,2010,G41005100066011,99.965
63,2010,G41005100066011,0.005
20,2010,G41005100066011,0.001
411,2010,G41005100072012,53.04
248,2010,G41005100072012,0.028
95,2010,G41005100073001,3.084
252,2010,G41005100073001,44.516
298,2010,G41005100073001,8.53
367,2010,G41005100073001,9.16
36,2010,G41005100073001,0.008
246,2010,G41005100073001,12.863
198,2010,G41005100073001,0.034
390,2010,G41005100073001,0.115
365,2010,G41005100073001,0.004
295,2010,G41005100073001,10.208
362,2010,G41005100073001,8.425
434,2010,G41005100059002,99.941
244,2010,G41005100059002,0.059
99,2010,G41005100101003,100
341,2010,G41005100091024,0.013
342,2010,G41005100091024,0.278
137,2010,G41005100091024,68.169
378,2010,G41005100091024,14.727
437,2010,G41005100091024,16.813
72,2010,G41005100100021,0.001
30,2010,G41005100100021,0.174
75,2010,G41005100100021,99.825
161,2010,G41005100063003,55.39
244,2010,G41005100063003,0
391,2010,G41005100063003,0.036
392,2010,G41005100063003,0.026
408,2010,G41005100063003,44.547
253,2010,G41005100099071,99.942
47,2010,G41005100099071,0.058
99,2010,G41005100104053,98.942
251,2010,G41005100104053,1.058
251,2010,G41005100104102,99.986
53,2010,G41005100104102,0.014
343,2010,G41005100066022,70.293
63,2010,G41005100066022,0
194,2010,G41005100066022,29.707
343,2010,G41005100067021,0.037
63,2010,G41005100067021,55.392
194,2010,G41005100067021,44.57
346,2010,G41005100067021,0.001
181,2010,G41005100001003,100
350,2010,G41005100010003,99.131
347,2010,G41005100010003,0.869
173,2010,G41005100080011,5.422
282,2010,G41005100080011,84.288
298,2010,G41005100080011,3.916
344,2010,G41005100080011,0
310,2010,G41005100080011,6.374
364,2010,G41005100035013,100
344,2010,G41005100082013,96.759
437,2010,G41005100082013,0.101
314,2010,G41005100082013,3.139
329,2010,G41005100082012,0.117
344,2010,G41005100082012,99.61
437,2010,G41005100082012,0.273
68,2010,G41005100005021,0
322,2010,G41005100005021,0.343
348,2010,G41005100005021,99.657
68,2010,G41005100083022,16.295
380,2010,G41005100083022,83.633
437,2010,G41005100083022,0.073
329,2010,G41005100084001,0
380,2010,G41005100084001,0
437,2010,G41005100084001,100
68,2010,G41005100006011,99.98
380,2010,G41005100006011,0.02
68,2010,G41005100006013,100
68,2010,G41005100006023,99.964
147,2010,G41005100006023,0
322,2010,G41005100006023,0.036
331,2010,G41005100029014,67.895
362,2010,G41005100029014,32.105
351,2010,G41005100008013,99.997
348,2010,G41005100008013,0.003
325,2010,G41005100008011,0.328
348,2010,G41005100008011,0.553
436,2010,G41005100008011,99.119
281,2010,G41005100029025,29.497
331,2010,G41005100029025,70.503
173,2010,G41005100029022,0.085
317,2010,G41005100029022,0.001
331,2010,G41005100029022,99.914
353,2010,G41005100071002,0.041
40,2010,G41005100071002,0.066
344,2010,G41005100093012,0.029
323,2010,G41005100093012,91.022
36,2010,G41005100093012,0.071
101,2010,G41005100093012,8.08
418,2010,G41005100093012,0.001
328,2010,G41005100013012,100
351,2010,G41005100013012,0
351,2010,G41005100013022,100
365,2010,G41005100031003,0.008
381,2010,G41005100031003,0
383,2010,G41005100031003,99.992
382,2010,G41005100032003,86.282
383,2010,G41005100032003,13.718
344,2010,G41005100093021,99.968
323,2010,G41005100093021,0.003
36,2010,G41005100093021,0.029
77,2010,G41005100096041,99.998
418,2010,G41005100096041,0.002
253,2010,G41005100100011,0.047
47,2010,G41005100100011,99.124
99,2010,G41005100100011,0.493
56,2010,G41005100100011,0.331
53,2010,G41005100100011,0.005
325,2010,G41005100016016,100
325,2010,G41005100016012,38.671
314,2010,G41005100016012,61.329
365,2010,G41005100036031,89.654
295,2010,G41005100036031,0.01
362,2010,G41005100036031,10.337
342,2010,G41005100091011,99.929
378,2010,G41005100091011,0.071
325,2010,G41005100017014,26.728
314,2010,G41005100017014,73.272
314,2010,G41005100017012,100
269,2010,G41005100038012,99.94
363,2010,G41005100038012,0.06
269,2010,G41005100038022,0.001
363,2010,G41005100038022,99.999
71,2010,G41005100105004,0.359
143,2010,G41005100105004,98.051
199,2010,G41005100105004,1.586
23,2010,G41005100105004,0
127,2010,G41005100105004,0.004
434,2010,G41005100063001,0.051
175,2010,G41005100063001,0.474
230,2010,G41005100063001,34.928
184,2010,G41005100063001,0.632
161,2010,G41005100063001,23.443
244,2010,G41005100063001,39.902
181,2010,G41005100063001,0.025
391,2010,G41005100063001,0.002
37,2010,G41005100063001,0.007
191,2010,G41005100063001,0.382
247,2010,G41005100063001,0.154
272,2010,G41005100039015,73.474
269,2010,G41005100039015,26.526
269,2010,G41005100039011,100
42,2010,G41005100069001,25.393
349,2010,G41005100069001,18.771
264,2010,G41005100069001,1.81
268,2010,G41005100069001,0.005
39,2010,G41005100069001,0.001
428,2010,G41005100069001,0.022
429,2010,G41005100069001,53.998
383,2010,G41005100025011,100
278,2010,G41005100025013,0.088
280,2010,G41005100025013,0
318,2010,G41005100025013,99.912
383,2010,G41005100025013,0
264,2010,G41005100070001,0.004
268,2010,G41005100070001,13.964
39,2010,G41005100070001,0.007
354,2010,G41005100070001,0.006
428,2010,G41005100070001,85.988
429,2010,G41005100070001,0.031
68,2010,G41005100086002,0.094
147,2010,G41005100086002,99.905
0,2010,G41005100086002,0.001
293,2010,G41005100027021,45.086
292,2010,G41005100027021,21.329
318,2010,G41005100027021,0.004
281,2010,G41005100027021,33.581
281,2010,G41005100028012,100
36,2010,G41005100102001,2.755
77,2010,G41005100102001,5.103
296,2010,G41005100102001,12.392
294,2010,G41005100102001,3.466
220,2010,G41005100102001,9.151
170,2010,G41005100102001,56.093
199,2010,G41005100102001,2.715
418,2010,G41005100102001,8.094
324,2010,G41005100106002,100
324,2010,G41005100052002,24.854
430,2010,G41005100052002,75.146
350,2010,G41005100106003,0.001
324,2010,G41005100106003,66.875
352,2010,G41005100106003,8.289
345,2010,G41005100106003,24.834
319,2010,G41005100106003,0
101,2010,G41005100096052,0.028
418,2010,G41005100096052,99.972
345,2010,G41005100051001,0.169
311,2010,G41005100051001,0
291,2010,G41005100051001,98.234
277,2010,G41005100051001,1.146
358,2010,G41005100051001,0.451
175,2010,G41000500208003,22.933
37,2010,G41000500208003,0.058
158,2010,G41000500208003,75.077
191,2010,G41000500208003,1.932
412,2010,G41006700326091,97.555
442,2010,G41006700326091,2.445
24,2010,G41006700316162,100
245,2010,G41006700318063,0.147
223,2010,G41006700318063,12.345
32,2010,G41006700318063,87.508
366,2010,G41006700320012,0.001
256,2010,G41006700320012,17.948
258,2010,G41006700320012,81.69
321,2010,G41006700320012,0.361
8,2010,G41000500204031,17.888
62,2010,G41000500204031,22.974
138,2010,G41000500204031,41.97
96,2010,G41000500204031,0.003
134,2010,G41000500204031,13.558
262,2010,G41000500204031,3.067
262,2010,G41000500207002,4.868
313,2010,G41000500207002,95.132
121,2010,G41006700321042,0.504
256,2010,G41006700321042,0.257
321,2010,G41006700321042,99.239
69,2010,G41006700315073,0.52
46,2010,G41006700315073,7.102
39,2010,G41006700315073,92.378
65,2010,G41006700305022,24.648
20,2010,G41006700305022,0.659
366,2010,G41006700305022,74.693
104,2010,G41006700318151,0.088
245,2010,G41006700318151,99.912
84,2010,G41006700333021,43.717
85,2010,G41006700333021,33.215
250,2010,G41006700333021,23.068
412,2010,G41006700324101,100
412,2010,G41006700324042,100
84,2010,G41006700333022,5.554
250,2010,G41006700333022,93.743
81,2010,G41006700333022,0.703
24,2010,G41006700316092,100
112,2010,G41000500242001,99.953
140,2010,G41000500242001,0.047
105,2010,G41006700303002,97.908
349,2010,G41006700303002,0.002
63,2010,G41006700303002,0.001
346,2010,G41006700303002,2.09
21,2010,G41006700321102,20.696
0,2010,G41006700321102,8.291
321,2010,G41006700321102,71.013
366,2010,G41006700320052,4.856
288,2010,G41006700320052,31.192
290,2010,G41006700320052,14.032
305,2010,G41006700320052,0.367
321,2010,G41006700320052,49.52
334,2010,G41006700320052,0.032
112,2010,G41000500243023,9.236
151,2010,G41000500243023,11.392
124,2010,G41000500243023,23.956
300,2010,G41000500222071,21.815
301,2010,G41000500222071,78.185
3,2010,G41006700307001,0
366,2010,G41006700307001,96.012
97,2010,G41006700307001,3.987
350,2010,G41005100001001,0.003
434,2010,G41005100001001,2.324
181,2010,G41005100001001,40.683
347,2010,G41005100001001,56.99
434,2010,G41005100001007,1.626
244,2010,G41005100001007,0.027
181,2010,G41005100001007,98.346
95,2010,G41005100076001,1.526
331,2010,G41005100076001,0.001
362,2010,G41005100076001,98.474
173,2010,G41005100077002,0.085
95,2010,G41005100077002,99.839
331,2010,G41005100077002,0.002
362,2010,G41005100077002,0.075
324,2010,G41005100055002,17.995
430,2010,G41005100055002,82.005
173,2010,G41005100081003,0.793
344,2010,G41005100081003,75.396
314,2010,G41005100081003,23.105
310,2010,G41005100081003,0.707
282,2010,G41005100081004,0.103
344,2010,G41005100081004,99.897
147,2010,G41005100005023,0.004
322,2010,G41005100005023,99.996
68,2010,G41005100006021,100
437,2010,G41005100007011,0.02
325,2010,G41005100007011,0.161
314,2010,G41005100007011,0.035
436,2010,G41005100007011,99.784
348,2010,G41005100007022,100
407,2010,G41005100008023,0.001
438,2010,G41005100008023,99.999
322,2010,G41005100008022,4.725
348,2010,G41005100008022,0.154
407,2010,G41005100008022,0.003
438,2010,G41005100008022,95.118
351,2010,G41005100009021,0.011
375,2010,G41005100009021,0.073
407,2010,G41005100009021,0
438,2010,G41005100009021,99.916
173,2010,G41005100029021,0.22
331,2010,G41005100029021,99.78
366,2010,G41000500203021,1.305
155,2010,G41000500203021,0.011
25,2010,G41000500203021,39.048
15,2010,G41000500203021,59.548
14,2010,G41000500203021,0.088
8,2010,G41000500204014,9.149
138,2010,G41000500204014,1.746
96,2010,G41000500204014,38.018
262,2010,G41000500204014,0.069
288,2010,G41000500204014,0.001
305,2010,G41000500204014,27.447
334,2010,G41000500204014,23.57
366,2010,G41006700308033,100
412,2010,G41006700326032,99.822
442,2010,G41006700326032,0.178
54,2010,G41000500243042,33.333
151,2010,G41000500243042,6.11
141,2010,G41000500243042,0.911
151,2010,G41000500243031,100
39,2010,G41006700301012,99.78
428,2010,G41006700301012,0.22
84,2010,G41006700332002,32.801
250,2010,G41006700332002,67.199
340,2010,G41000500216021,7.36
55,2010,G41000500216021,0.169
0,2010,G41000500216021,92.471
285,2010,G41000500217003,1.636
109,2010,G41000500217003,0.001
93,2010,G41000500217003,57.456
61,2010,G41000500217003,40.316
131,2010,G41000500217003,0
51,2010,G41006700316103,0.109
46,2010,G41006700316103,97.476
24,2010,G41006700316103,2.415
87,2010,G41000500225001,16.047
92,2010,G41000500225001,21.961
144,2010,G41000500225001,50.27
74,2010,G41000500225001,1.579
219,2010,G41000500225001,10.143
412,2010,G41006700324043,100
412,2010,G41006700324061,100
149,2010,G41000500227024,0.163
262,2010,G41000500227024,6.076
339,2010,G41000500227024,93.721
373,2010,G41000500227024,0.041
88,2010,G41000500223023,0.003
87,2010,G41000500223023,5.525
92,2010,G41000500223023,38.408
74,2010,G41000500223023,0.285
109,2010,G41000500223023,1.442
91,2010,G41000500223023,0.045
219,2010,G41000500223023,46.205
226,2010,G41000500223023,8.087
123,2010,G41000500239011,100
114,2010,G41006700325031,0.162
412,2010,G41006700325031,99.838
412,2010,G41006700324103,100
39,2010,G41006700301011,100
51,2010,G41006700318053,0.034
223,2010,G41006700318053,99.758
32,2010,G41006700318053,0.208
121,2010,G41006700321033,0.001
256,2010,G41006700321033,5.888
259,2010,G41006700321033,87.802
