neighborhood_id,tract_year,tract_id,percent_inside
239,1990,412.01,48.74
213,1990,412.01,8.27
272,1990,41.01,0.277
271,1990,41.01,1.469
269,1990,41.01,0.33
353,1990,41.01,0.205
40,1990,41.01,97.719
72,1990,98.01,41.577
101,1990,98.01,54.755
75,1990,98.01,3.641
99,1990,98.01,0.027
328,1990,15.0,0.021
351,1990,15.0,0.03
325,1990,15.0,99.946
436,1990,15.0,0.003
274,1990,42.0,0.573
271,1990,42.0,61.651
353,1990,42.0,3.094
40,1990,42.0,34.682
367,1990,102.0,0.006
36,1990,102.0,10.981
77,1990,102.0,7.528
218,1990,102.0,1.57
246,1990,102.0,46.05
296,1990,102.0,14.869
294,1990,102.0,1.499
220,1990,102.0,1.626
170,1990,102.0,13.202
169,1990,102.0,0.026
199,1990,102.0,0.163
418,1990,102.0,2.091
271,1990,41.02,42.801
40,1990,41.02,57.199
273,1990,40.01,0.038
272,1990,40.01,99.378
269,1990,40.01,0.019
40,1990,40.01,0.566
246,1990,414.0,0.559
220,1990,414.0,0.005
3,1990,305.02,9.838
132,1990,305.02,0
65,1990,305.02,70.728
20,1990,305.02,0.544
366,1990,305.02,18.89
286,1990,65.01,0.036
267,1990,65.01,0.01
266,1990,65.01,0.019
3,1990,65.01,72.321
343,1990,65.01,3.839
132,1990,65.01,0.093
65,1990,65.01,0.017
366,1990,65.01,0.024
409,1990,65.01,23.64
286,1990,65.02,0.231
267,1990,65.02,0.184
266,1990,65.02,0.996
3,1990,65.02,5.993
343,1990,65.02,91.354
194,1990,65.02,0.167
391,1990,65.02,0.235
392,1990,65.02,0.542
409,1990,65.02,0.299
80,1990,88.0,0.005
94,1990,88.0,6.416
52,1990,88.0,0.563
147,1990,88.0,92.972
407,1990,88.0,0.037
0,1990,88.0,0.007
160,1990,412.03,7.839
231,1990,412.03,1.919
439,1990,412.03,53.633
440,1990,412.03,32.412
261,1990,420.0,0
10,1990,420.0,0.001
385,1990,420.0,0.118
404,1990,420.0,99.881
246,1990,72.02,0.001
275,1990,72.02,0.001
224,1990,72.02,1.434
272,1990,72.02,0.008
270,1990,72.02,1.934
269,1990,72.02,18.672
353,1990,72.02,0.029
40,1990,72.02,55.682
390,1990,72.02,17.309
411,1990,72.02,0.612
248,1990,72.02,0.135
276,1990,72.02,0.003
365,1990,72.02,0
295,1990,72.02,3.589
100,1990,421.0,1.026
394,1990,421.0,56.152
403,1990,421.0,0.121
404,1990,421.0,42.701
164,1990,418.0,1.807
202,1990,418.0,97.113
216,1990,418.0,1.081
349,1990,46.02,86.538
327,1990,46.02,3.232
326,1990,46.02,3.129
263,1990,46.02,0.001
430,1990,46.02,7.1
51,1990,316.05,99.996
24,1990,316.05,0.002
412,1990,316.05,0.002
344,1990,92.02,47.57
323,1990,92.02,0.054
342,1990,92.02,52.354
437,1990,92.02,0.022
221,1990,316.07,4.217
51,1990,316.07,46.76
46,1990,316.07,49.024
350,1990,11.01,0.164
324,1990,11.01,0.713
352,1990,11.01,99.124
350,1990,12.01,0.106
352,1990,12.01,84.152
319,1990,12.01,0.002
328,1990,12.01,15.74
249,1990,104.02,0.302
225,1990,104.02,0.054
192,1990,104.02,2.917
162,1990,104.02,0.005
53,1990,104.02,0.164
38,1990,104.02,1.745
71,1990,104.02,94.677
143,1990,104.02,0.111
111,1990,104.02,0.002
146,1990,104.02,0.023
319,1990,13.01,0.002
315,1990,13.01,0.071
328,1990,13.01,99.927
351,1990,13.01,0
315,1990,14.0,0.013
328,1990,14.0,43.876
351,1990,14.0,55.937
325,1990,14.0,0.174
349,1990,55.0,0.094
327,1990,55.0,41.519
324,1990,55.0,16.929
430,1990,55.0,41.458
344,1990,16.02,2.062
437,1990,16.02,0.103
314,1990,16.02,97.835
221,1990,314.02,17.499
69,1990,314.02,25.926
46,1990,314.02,35.804
359,1990,314.02,20.014
32,1990,314.02,0.758
324,1990,56.0,100
122,1990,302.0,0.523
119,1990,302.0,0.039
257,1990,302.0,37.001
18,1990,302.0,22.22
222,1990,302.0,26.301
69,1990,302.0,12.905
46,1990,302.0,0.97
28,1990,302.0,0.005
419,1990,302.0,0.035
31,1990,326.01,0
412,1990,326.01,30.709
442,1990,326.01,69.291
275,1990,38.01,20.264
224,1990,38.01,0.051
269,1990,38.01,79.663
363,1990,38.01,0.022
273,1990,40.02,99.375
272,1990,40.02,0.009
271,1990,40.02,0.479
40,1990,40.02,0.133
364,1990,40.02,0.004
186,1990,209.0,92.228
172,1990,209.0,0.086
355,1990,209.0,0
190,1990,209.0,5.41
90,1990,209.0,0.096
27,1990,209.0,0.056
80,1990,209.0,0.601
94,1990,209.0,0
52,1990,209.0,1.522
340,1990,210.0,0.003
186,1990,210.0,0
355,1990,210.0,0.004
27,1990,210.0,0.002
79,1990,210.0,0.035
94,1990,210.0,1.127
196,1990,210.0,1.082
166,1990,210.0,0.241
52,1990,210.0,80.676
147,1990,210.0,0.134
0,1990,210.0,16.608
68,1990,216.01,0
147,1990,216.01,0.633
0,1990,216.01,99.367
68,1990,222.01,0.017
0,1990,222.01,99.67
49,1990,222.01,0.313
197,1990,64.02,46.729
254,1990,64.02,7.493
286,1990,64.02,0.001
161,1990,64.02,0.29
392,1990,64.02,12.967
408,1990,64.02,18.612
417,1990,64.02,0.022
195,1990,64.02,0
217,1990,64.02,3.12
228,1990,64.02,7.455
12,1990,64.02,3.311
68,1990,222.02,0.641
133,1990,222.02,0.72
125,1990,222.02,0.233
137,1990,222.02,3.559
0,1990,222.02,0.238
45,1990,222.02,0.031
49,1990,222.02,12.96
300,1990,222.02,8.18
301,1990,222.02,73.439
2,1990,64.01,33.002
197,1990,64.01,2.659
286,1990,64.01,40.312
3,1990,64.01,1.675
343,1990,64.01,0.077
366,1990,64.01,0.035
392,1990,64.01,0.53
409,1990,64.01,0.145
73,1990,64.01,0.022
12,1990,64.01,21.544
211,1990,403.0,5.54
171,1990,403.0,50.923
210,1990,403.0,23.223
168,1990,403.0,0.001
236,1990,404.01,0.088
211,1990,404.01,51.122
171,1990,404.01,35.723
210,1990,404.01,0.012
243,1990,404.01,0.004
206,1990,404.01,0.59
204,1990,404.01,0.003
168,1990,404.01,0.402
273,1990,39.01,0.003
272,1990,39.01,34.401
269,1990,39.01,65.587
363,1990,39.01,0.009
199,1990,415.0,1.285
105,1990,303.0,73.793
18,1990,303.0,8.859
20,1990,303.0,0.105
303,1990,303.0,16.721
346,1990,303.0,0.52
434,1990,62.0,8.72
161,1990,62.0,0.001
244,1990,62.0,0.024
194,1990,62.0,0.319
391,1990,62.0,58.344
392,1990,62.0,32.543
408,1990,62.0,0.047
434,1990,63.0,0.002
254,1990,63.0,14.288
175,1990,63.0,0.002
230,1990,63.0,35.306
184,1990,63.0,0.01
161,1990,63.0,25.792
244,1990,63.0,18.461
181,1990,63.0,0.019
391,1990,63.0,0.006
392,1990,63.0,0.004
408,1990,63.0,5.788
195,1990,63.0,0.001
217,1990,63.0,0.195
191,1990,63.0,0.002
247,1990,63.0,0.075
255,1990,63.0,0.049
107,1990,310.06,0.061
76,1990,310.06,93.921
67,1990,310.06,5.853
35,1990,310.06,0.008
366,1990,310.06,0.158
97,1990,310.06,0
114,1990,318.03,0
104,1990,318.03,43.573
107,1990,318.03,0.001
245,1990,318.03,42.966
67,1990,318.03,0.019
223,1990,318.03,13.246
32,1990,318.03,0.054
97,1990,318.03,0.142
116,1990,236.0,6.532
112,1990,236.0,41.631
115,1990,236.0,40.245
78,1990,236.0,11.299
140,1990,236.0,0.293
128,1990,242.0,0.669
112,1990,242.0,5.706
54,1990,242.0,0.061
140,1990,242.0,0
148,1990,229.0,0.259
145,1990,229.0,75.69
110,1990,229.0,9.371
149,1990,229.0,13.994
339,1990,229.0,0.686
171,1990,402.0,0.401
423,1990,402.0,11.038
441,1990,402.0,6.971
168,1990,402.0,6.914
264,1990,70.0,0
268,1990,70.0,1.649
39,1990,70.0,0.004
229,1990,70.0,0.111
354,1990,70.0,9.356
357,1990,70.0,6.399
358,1990,70.0,0.211
428,1990,70.0,81.867
429,1990,70.0,0.004
442,1990,70.0,0.015
39,1990,315.01,0.006
229,1990,315.01,70.854
428,1990,315.01,0.144
442,1990,315.01,28.995
95,1990,73.0,3.059
252,1990,73.0,44.24
298,1990,73.0,8.48
369,1990,73.0,0
367,1990,73.0,9.163
36,1990,73.0,0.017
246,1990,73.0,13.971
198,1990,73.0,0.078
390,1990,73.0,0.009
98,1990,73.0,0.055
365,1990,73.0,0.001
295,1990,73.0,9.989
362,1990,73.0,8.37
5,1990,413.1,6.68
337,1990,413.1,21.956
335,1990,413.1,32.361
209,1990,413.1,0.005
103,1990,413.1,30.362
246,1990,413.1,2.522
386,1990,413.1,0.001
425,1990,413.1,0.002
426,1990,413.1,0.028
289,1990,95.0,0.407
369,1990,95.0,0.901
367,1990,95.0,68.764
36,1990,95.0,29.901
418,1990,95.0,0.027
277,1990,34.02,0.001
368,1990,34.02,0.006
384,1990,34.02,83.729
60,1990,34.02,16.264
173,1990,29.01,0
95,1990,29.01,0
281,1990,29.01,5.833
331,1990,29.01,77.46
362,1990,29.01,16.708
173,1990,29.03,99.879
156,1990,29.03,0.01
95,1990,29.03,0.04
344,1990,29.03,0.002
317,1990,29.03,0.026
331,1990,29.03,0.004
314,1990,29.03,0.039
69,1990,315.07,0.241
46,1990,315.07,12.1
39,1990,315.07,85.355
229,1990,315.07,0.998
414,1990,315.07,0.116
421,1990,315.07,1.19
69,1990,315.08,0.486
39,1990,315.08,99.254
229,1990,315.08,0.152
354,1990,315.08,0.003
428,1990,315.08,0.104
173,1990,29.02,39.983
281,1990,29.02,12.832
320,1990,29.02,0.181
317,1990,29.02,7.994
331,1990,29.02,38.673
314,1990,29.02,0.338
277,1990,22.01,61.326
265,1990,22.01,11.375
364,1990,22.01,0.225
384,1990,22.01,27.074
277,1990,23.01,91.961
384,1990,23.01,0.003
60,1990,23.01,0.016
278,1990,23.01,8.02
277,1990,24.01,0
60,1990,24.01,0
279,1990,24.01,22.427
278,1990,24.01,77.573
382,1990,24.01,0
279,1990,25.01,6.135
278,1990,25.01,22.728
280,1990,25.01,20.523
318,1990,25.01,16.919
382,1990,25.01,0
383,1990,25.01,33.694
340,1990,215.0,0.002
55,1990,215.0,44.772
37,1990,215.0,20.42
158,1990,215.0,19.489
0,1990,215.0,0.007
185,1990,215.0,15.31
230,1990,212.0,0.019
37,1990,212.0,66.623
191,1990,212.0,32.259
255,1990,212.0,1.098
128,1990,241.0,27.137
123,1990,241.0,9.848
116,1990,241.0,49.598
112,1990,241.0,7.747
115,1990,241.0,4.015
128,1990,239.0,2.029
123,1990,239.0,97.749
148,1990,239.0,0
89,1990,239.0,0.223
250,1990,334.0,0.001
81,1990,334.0,78.533
442,1990,334.0,21.467
221,1990,316.04,0.006
51,1990,316.04,0
17,1990,316.04,5.425
46,1990,316.04,85.487
24,1990,316.04,9.081
282,1990,80.02,99.481
298,1990,80.02,0.437
289,1990,80.02,0.074
344,1990,80.02,0.008
291,1990,45.0,0
283,1990,45.0,15.364
274,1990,45.0,0.847
358,1990,45.0,81.994
364,1990,45.0,0.645
371,1990,45.0,0.244
428,1990,45.0,0.905
203,1990,405.03,11.196
199,1990,405.03,1.268
76,1990,310.05,0.006
67,1990,310.05,0.018
35,1990,310.05,99.975
190,1990,3.02,12.596
80,1990,3.02,5.541
94,1990,3.02,0.001
147,1990,3.02,0.432
374,1990,3.02,0.004
407,1990,3.02,24.721
431,1990,3.02,53.484
432,1990,3.02,3.221
3,1990,66.01,0
343,1990,66.01,0.071
132,1990,66.01,99.495
63,1990,66.01,0.333
20,1990,66.01,0.1
343,1990,66.02,72.256
132,1990,66.02,0.001
63,1990,66.02,0.002
194,1990,66.02,27.685
391,1990,66.02,0.056
147,1990,87.0,99.968
322,1990,87.0,0.016
407,1990,87.0,0.016
68,1990,86.0,0.074
147,1990,86.0,99.848
322,1990,86.0,0.055
0,1990,86.0,0.022
76,1990,305.01,0.053
3,1990,305.01,0.032
65,1990,305.01,49.283
35,1990,305.01,2.298
20,1990,305.01,45.171
366,1990,305.01,3.163
275,1990,37.01,99.971
224,1990,37.01,0.028
276,1990,37.01,0.001
275,1990,36.01,0.048
224,1990,36.01,0
60,1990,36.01,12.364
276,1990,36.01,77.786
59,1990,36.01,9.752
295,1990,36.01,0.049
273,1990,39.02,11.956
272,1990,39.02,0
269,1990,39.02,0.03
363,1990,39.02,77.996
364,1990,39.02,10.018
276,1990,36.02,28.433
59,1990,36.02,9.26
365,1990,36.02,62.257
295,1990,36.02,0.05
275,1990,38.02,21.462
269,1990,38.02,0.036
363,1990,38.02,78.502
349,1990,58.0,60.01
327,1990,58.0,0.019
324,1990,58.0,0.289
434,1990,58.0,1.605
435,1990,58.0,27.533
332,1990,58.0,0.002
194,1990,58.0,6.579
379,1990,58.0,3.963
350,1990,12.02,91.854
352,1990,12.02,0
328,1990,12.02,0.001
351,1990,12.02,8.145
328,1990,13.02,0.044
351,1990,13.02,99.956
72,1990,100.0,0.021
101,1990,100.0,0.005
30,1990,100.0,0.039
75,1990,100.0,62.887
253,1990,100.0,0.023
47,1990,100.0,36.809
99,1990,100.0,0.171
56,1990,100.0,0.044
53,1990,100.0,0.001
282,1990,94.0,0.041
289,1990,94.0,55.919
367,1990,94.0,0.001
344,1990,94.0,0.139
36,1990,94.0,43.499
418,1990,94.0,0.401
345,1990,22.02,0.934
319,1990,22.02,0.1
311,1990,22.02,29.66
291,1990,22.02,2.922
277,1990,22.02,66.384
296,1990,103.01,7.05
99,1990,103.01,22.696
294,1990,103.01,24.544
177,1990,103.01,22.443
189,1990,103.01,0.035
251,1990,103.01,0.038
170,1990,103.01,4.54
169,1990,103.01,18.653
177,1990,103.02,0.007
189,1990,103.02,31.877
170,1990,103.02,0.001
169,1990,103.02,21.688
192,1990,103.02,0.006
162,1990,103.02,23.162
200,1990,103.02,22.208
71,1990,103.02,1.05
199,1990,103.02,0
299,1990,233.0,0
71,1990,233.0,0.058
140,1990,233.0,10.86
43,1990,233.0,18.825
111,1990,233.0,70.251
146,1990,233.0,0.006
3,1990,306.0,1.322
65,1990,306.0,0.016
366,1990,306.0,98.662
291,1990,44.0,0
277,1990,44.0,0.038
274,1990,44.0,0.927
273,1990,44.0,3.251
358,1990,44.0,0
363,1990,44.0,0.014
364,1990,44.0,95.77
24,1990,315.04,1.128
229,1990,315.04,92.598
442,1990,315.04,6.274
365,1990,36.03,95.062
295,1990,36.03,0.084
362,1990,36.03,4.854
275,1990,38.03,9.21
363,1990,38.03,40.088
364,1990,38.03,40.973
368,1990,38.03,9.73
275,1990,37.02,48.587
368,1990,37.02,38.827
60,1990,37.02,12.586
276,1990,37.02,0
365,1990,74.0,0
362,1990,74.0,100
148,1990,228.0,15.458
145,1990,228.0,0.172
150,1990,228.0,0.345
149,1990,228.0,78.252
126,1990,228.0,0.022
113,1990,228.0,5.33
339,1990,228.0,0.098
24,1990,326.02,0.44
412,1990,326.02,87.863
442,1990,326.02,11.696
95,1990,76.0,0.998
331,1990,76.0,0
362,1990,76.0,99.002
364,1990,35.01,81.777
368,1990,35.01,18.222
384,1990,35.01,0.001
83,1990,329.0,0.716
31,1990,329.0,69.444
84,1990,329.0,1.394
250,1990,329.0,27.795
412,1990,329.0,0.052
442,1990,329.0,0.599
368,1990,34.01,76.286
384,1990,34.01,0.005
60,1990,34.01,23.709
173,1990,77.0,0.037
95,1990,77.0,85.476
298,1990,77.0,14.433
331,1990,77.0,0
362,1990,77.0,0.054
60,1990,33.01,80.113
59,1990,33.01,14.662
382,1990,33.01,5.226
279,1990,32.0,0.006
59,1990,32.0,25.925
280,1990,32.0,0.005
365,1990,32.0,10.763
382,1990,32.0,51.473
383,1990,32.0,11.827
280,1990,31.0,0.003
365,1990,31.0,50.609
381,1990,31.0,0.001
383,1990,31.0,49.387
365,1990,30.0,24.361
362,1990,30.0,0.028
381,1990,30.0,75.593
383,1990,30.0,0.018
365,1990,75.0,0.003
281,1990,75.0,0.001
362,1990,75.0,99.99
381,1990,75.0,0.006
128,1990,238.0,8.254
123,1990,238.0,9.051
148,1990,238.0,82.313
89,1990,238.0,0.024
145,1990,238.0,0.146
211,1990,404.02,0.017
243,1990,404.02,6.628
206,1990,404.02,0
204,1990,404.02,16.986
232,1990,404.02,0.183
207,1990,404.02,0
250,1990,335.0,35.686
81,1990,335.0,64.311
46,1990,315.05,4.276
24,1990,315.05,0.001
229,1990,315.05,94.927
31,1990,332.0,0.082
84,1990,332.0,44.969
250,1990,332.0,54.949
156,1990,79.0,0.002
282,1990,79.0,0.026
298,1990,79.0,99.628
289,1990,79.0,0.002
367,1990,79.0,0.343
51,1990,316.03,0.002
24,1990,316.03,98.616
412,1990,316.03,1.382
173,1990,78.0,30.366
156,1990,78.0,34.884
95,1990,78.0,11.403
282,1990,78.0,0.018
298,1990,78.0,23.01
310,1990,78.0,0.319
277,1990,35.02,0.018
364,1990,35.02,79.833
368,1990,35.02,1.29
384,1990,35.02,18.86
384,1990,33.02,0
60,1990,33.02,54.771
279,1990,33.02,0.009
278,1990,33.02,0.008
382,1990,33.02,45.212
137,1990,232.0,0
299,1990,232.0,0.001
416,1990,232.0,0
140,1990,232.0,0.006
57,1990,232.0,0.147
86,1990,232.0,10.6
43,1990,232.0,78.958
13,1990,232.0,0.065
301,1990,232.0,10.222
46,1990,315.06,5.27
39,1990,315.06,10.845
229,1990,315.06,83.885
319,1990,26.0,0
312,1990,26.0,0
370,1990,26.0,4.242
82,1990,26.0,3.794
297,1990,26.0,2.61
315,1990,26.0,1.344
293,1990,26.0,7.401
292,1990,26.0,2.157
318,1990,26.0,45.835
381,1990,26.0,27.784
383,1990,26.0,4.834
297,1990,27.01,3.654
318,1990,27.01,22.402
281,1990,27.01,35.8
362,1990,27.01,0.005
381,1990,27.01,38.139
281,1990,28.01,99.995
362,1990,28.01,0.005
173,1990,80.01,1.303
282,1990,80.01,89.291
298,1990,80.01,0.475
344,1990,80.01,0.392
310,1990,80.01,8.539
114,1990,319.01,12.55
104,1990,319.01,0.006
107,1990,319.01,0
366,1990,319.01,0.002
97,1990,319.01,70.589
258,1990,319.01,0.197
259,1990,319.01,0.903
304,1990,319.01,15.753
3,1990,307.0,0.002
366,1990,307.0,94.248
97,1990,307.0,5.75
71,1990,234.01,0.1
143,1990,234.01,0.005
140,1990,234.01,7.38
142,1990,234.01,18.025
127,1990,234.01,3.495
111,1990,234.01,28.273
146,1990,234.01,42.723
71,1990,243.01,0
143,1990,243.01,0.017
23,1990,243.01,0.112
54,1990,243.01,17.378
151,1990,243.01,11.79
124,1990,243.01,0.073
141,1990,243.01,0.393
142,1990,243.01,0.012
127,1990,243.01,7.248
107,1990,319.03,0
76,1990,319.03,0.012
366,1990,319.03,21.941
97,1990,319.03,78.048
340,1990,211.0,46.068
175,1990,211.0,0.067
186,1990,211.0,5.364
355,1990,211.0,46.08
52,1990,211.0,0.008
0,1990,211.0,1.397
185,1990,211.0,1.015
123,1990,237.0,7.594
116,1990,237.0,0.006
148,1990,237.0,0.172
115,1990,237.0,24.895
89,1990,237.0,36.16
145,1990,237.0,4.502
120,1990,237.0,10.765
219,1990,237.0,15.905
243,1990,405.01,11.136
340,1990,216.02,23.042
55,1990,216.02,0.315
37,1990,216.02,0.01
0,1990,216.02,76.633
185,1990,216.02,0
