GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDOE001,ABDOE002,ABDOE003,ABDOE004,ABDOE005,ABDOE006,ABDOE007,ABDOE008,ABDOE009,ABDOE010,ABDOE011,ABDOE012,ABDOE013,ABDOE014,ABDOE015,ABDOE016,ABDOE017,ABDPE001,NAME_M,ABDOM001,ABDOM002,ABDOM003,ABDOM004,ABDOM005,ABDOM006,ABDOM007,ABDOM008,ABDOM009,ABDOM010,ABDOM011,ABDOM012,ABDOM013,ABDOM014,ABDOM015,ABDOM016,ABDOM017,ABDPM001,GEOID10
"G41000300004001","2010-2014",,,"Oregon","41","Benton County","003",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Benton County, Oregon",944,140,14,94,68,103,27,45,11,0,21,87,65,98,70,0,101,38100,"Block Group 1, Census Tract 4, Benton County, Oregon",139,69,23,72,57,97,32,43,18,12,33,58,50,67,69,12,54,26055,"410030004001"
"G41000300004002","2010-2014",,,"Oregon","41","Benton County","003",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Benton County, Oregon",1043,13,0,8,27,47,8,31,29,49,42,118,104,146,136,134,151,110547,"Block Group 2, Census Tract 4, Benton County, Oregon",98,20,12,14,31,42,14,28,33,46,41,63,56,75,76,65,71,23193,"410030004002"
"G41000300004003","2010-2014",,,"Oregon","41","Benton County","003",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Benton County, Oregon",747,92,63,52,33,18,0,9,0,29,17,56,130,86,51,88,23,76125,"Block Group 3, Census Tract 4, Benton County, Oregon",118,100,34,81,39,29,12,15,12,37,26,39,75,59,40,55,26,22701,"410030004003"
"G41000300004004","2010-2014",,,"Oregon","41","Benton County","003",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4, Benton County, Oregon",480,31,35,0,0,13,0,0,17,0,17,77,85,87,56,62,0,88906,"Block Group 4, Census Tract 4, Benton County, Oregon",79,36,41,12,12,19,12,12,28,12,27,55,56,66,41,64,12,20826,"410030004004"
"G41000300005001","2010-2014",,,"Oregon","41","Benton County","003",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Benton County, Oregon",310,0,30,5,34,0,12,25,0,7,36,18,18,64,25,36,0,61875,"Block Group 1, Census Tract 5, Benton County, Oregon",50,12,25,8,38,12,18,24,12,11,26,20,20,35,30,29,12,41492,"410030005001"
"G41000300005002","2010-2014",,,"Oregon","41","Benton County","003",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Benton County, Oregon",561,36,0,15,3,0,20,6,8,23,23,64,74,63,61,58,107,108681,"Block Group 2, Census Tract 5, Benton County, Oregon",79,37,12,23,8,12,23,10,12,22,20,35,44,59,43,37,57,37470,"410030005002"
"G41000300005003","2010-2014",,,"Oregon","41","Benton County","003",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Benton County, Oregon",448,54,18,6,26,19,19,8,18,0,34,62,41,32,17,48,46,62292,"Block Group 3, Census Tract 5, Benton County, Oregon",68,52,20,10,30,27,22,13,20,12,26,39,33,29,20,29,31,12186,"410030005003"
"G41000300006001","2010-2014",,,"Oregon","41","Benton County","003",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Benton County, Oregon",769,127,31,26,102,121,97,8,46,17,40,89,52,13,0,0,0,28692,"Block Group 1, Census Tract 6, Benton County, Oregon",131,106,37,34,61,78,57,14,43,26,45,48,59,20,12,12,12,4517,"410030006001"
"G41000300006002","2010-2014",,,"Oregon","41","Benton County","003",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Benton County, Oregon",388,44,13,13,10,91,0,19,14,18,17,42,34,35,38,0,0,43214,"Block Group 2, Census Tract 6, Benton County, Oregon",90,39,23,20,16,87,12,29,22,15,26,45,37,36,40,12,12,26373,"410030006002"
"G41000300006003","2010-2014",,,"Oregon","41","Benton County","003",,,"000600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6, Benton County, Oregon",866,100,66,71,97,32,66,94,80,29,60,53,84,11,11,0,12,35037,"Block Group 3, Census Tract 6, Benton County, Oregon",133,84,53,54,63,37,52,67,56,31,56,50,65,18,19,12,18,8971,"410030006003"
"G41000300009001","2010-2014",,,"Oregon","41","Benton County","003",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9, Benton County, Oregon",376,0,0,11,0,0,0,0,33,13,0,34,137,21,96,31,0,95889,"Block Group 1, Census Tract 9, Benton County, Oregon",93,12,12,18,12,12,12,12,35,21,12,30,71,32,104,38,12,17742,"410030009001"
"G41000300009002","2010-2014",,,"Oregon","41","Benton County","003",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9, Benton County, Oregon",323,64,0,52,0,0,0,11,0,0,0,46,64,30,8,48,0,70809,"Block Group 2, Census Tract 9, Benton County, Oregon",109,83,12,65,12,12,12,18,12,12,12,43,45,35,15,70,12,35833,"410030009002"
"G41000300009003","2010-2014",,,"Oregon","41","Benton County","003",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9, Benton County, Oregon",775,117,36,100,34,13,41,0,64,24,34,41,127,25,0,49,70,42372,"Block Group 3, Census Tract 9, Benton County, Oregon",136,74,33,61,40,20,37,12,57,28,33,39,82,29,12,48,57,15195,"410030009003"
"G41000300009004","2010-2014",,,"Oregon","41","Benton County","003",,,"000900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9, Benton County, Oregon",373,8,0,0,0,9,0,0,12,0,11,12,30,77,25,95,94,165298,"Block Group 4, Census Tract 9, Benton County, Oregon",68,13,12,12,12,16,12,12,18,12,17,20,33,56,29,58,47,79951,"410030009004"
"G41000300009005","2010-2014",,,"Oregon","41","Benton County","003",,,"000900","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9, Benton County, Oregon",385,27,13,18,0,10,16,50,0,11,20,46,126,18,14,16,0,71713,"Block Group 5, Census Tract 9, Benton County, Oregon",86,30,21,27,12,16,26,75,12,17,31,42,75,31,23,25,12,17626,"410030009005"
"G41000300010011","2010-2014",,,"Oregon","41","Benton County","003",,,"001001","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10.01, Benton County, Oregon",504,28,43,0,11,16,35,38,26,28,50,32,105,40,14,17,21,55625,"Block Group 1, Census Tract 10.01, Benton County, Oregon",72,29,53,12,19,18,35,38,19,27,28,27,54,35,19,20,23,21621,"410030010011"
"G41000300010012","2010-2014",,,"Oregon","41","Benton County","003",,,"001001","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10.01, Benton County, Oregon",658,84,116,64,71,33,84,63,43,9,49,32,0,0,0,10,0,24634,"Block Group 2, Census Tract 10.01, Benton County, Oregon",107,49,84,46,65,41,64,51,40,15,53,30,12,12,12,16,12,6778,"410030010012"
"G41000300010013","2010-2014",,,"Oregon","41","Benton County","003",,,"001001","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 10.01, Benton County, Oregon",522,99,9,37,16,35,69,7,24,0,16,49,64,66,14,9,8,33889,"Block Group 3, Census Tract 10.01, Benton County, Oregon",97,68,15,32,19,27,60,11,23,12,17,33,32,42,13,14,13,15912,"410030010013"
"G41000300010021","2010-2014",,,"Oregon","41","Benton County","003",,,"001002","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10.02, Benton County, Oregon",405,40,69,9,9,30,17,11,33,30,39,49,23,8,25,0,13,41902,"Block Group 1, Census Tract 10.02, Benton County, Oregon",71,30,58,14,14,29,21,17,32,29,28,30,22,12,28,12,19,11739,"410030010021"
"G41000300010022","2010-2014",,,"Oregon","41","Benton County","003",,,"001002","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10.02, Benton County, Oregon",564,78,22,15,17,38,41,14,0,40,47,30,121,30,21,30,20,52361,"Block Group 2, Census Tract 10.02, Benton County, Oregon",85,58,25,17,18,49,31,20,12,47,34,28,52,29,24,25,22,16646,"410030010022"
"G41000300010023","2010-2014",,,"Oregon","41","Benton County","003",,,"001002","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 10.02, Benton County, Oregon",285,11,8,42,16,11,17,22,0,0,30,7,93,8,20,0,0,55368,"Block Group 3, Census Tract 10.02, Benton County, Oregon",59,17,12,30,20,17,20,20,12,12,24,11,52,13,18,12,12,26070,"410030010023"
"G41000300011011","2010-2014",,,"Oregon","41","Benton County","003",,,"001101","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 11.01, Benton County, Oregon",332,106,33,24,59,0,22,7,0,33,14,12,14,0,8,0,0,20153,"Block Group 1, Census Tract 11.01, Benton County, Oregon",67,50,27,28,39,12,34,12,12,25,19,15,16,12,13,12,12,5754,"410030011011"
"G41000300011012","2010-2014",,,"Oregon","41","Benton County","003",,,"001101","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 11.01, Benton County, Oregon",558,220,163,28,52,29,25,8,7,0,0,0,0,19,0,0,7,11135,"Block Group 2, Census Tract 11.01, Benton County, Oregon",86,83,76,27,42,26,24,13,11,12,12,12,12,30,12,12,11,1130,"410030011012"
"G41000300011013","2010-2014",,,"Oregon","41","Benton County","003",,,"001101","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 11.01, Benton County, Oregon",198,65,46,0,41,15,0,8,8,0,0,15,0,0,0,0,0,12857,"Block Group 3, Census Tract 11.01, Benton County, Oregon",59,36,35,12,43,12,12,12,12,12,12,16,12,12,12,12,12,7517,"410030011013"
"G41000300011014","2010-2014",,,"Oregon","41","Benton County","003",,,"001101","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 11.01, Benton County, Oregon",76,60,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,4118,"Block Group 4, Census Tract 11.01, Benton County, Oregon",31,32,12,12,12,12,12,12,12,12,12,17,10,12,12,12,12,3249,"410030011014"
"G41000300011021","2010-2014",,,"Oregon","41","Benton County","003",,,"001102","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 11.02, Benton County, Oregon",265,17,69,13,56,0,14,0,0,0,11,34,25,14,12,0,0,22204,"Block Group 1, Census Tract 11.02, Benton County, Oregon",103,31,58,20,52,12,25,12,12,12,18,34,28,21,20,12,12,21804,"410030011021"
"G41000300011022","2010-2014",,,"Oregon","41","Benton County","003",,,"001102","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 11.02, Benton County, Oregon",635,180,12,111,38,58,45,56,10,53,0,17,38,0,0,17,0,23454,"Block Group 2, Census Tract 11.02, Benton County, Oregon",151,69,19,81,58,63,47,57,16,50,12,20,33,12,12,22,12,8063,"410030011022"
"G41000300011023","2010-2014",,,"Oregon","41","Benton County","003",,,"001102","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 11.02, Benton County, Oregon",473,55,95,96,10,12,0,0,26,0,6,0,73,83,17,0,0,19435,"Block Group 3, Census Tract 11.02, Benton County, Oregon",130,54,81,92,15,20,12,12,30,12,12,12,52,77,24,12,12,23571,"410030011023"
"G41000300011024","2010-2014",,,"Oregon","41","Benton County","003",,,"001102","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 11.02, Benton County, Oregon",483,297,75,54,0,12,13,0,0,16,0,0,16,0,0,0,0,7898,"Block Group 4, Census Tract 11.02, Benton County, Oregon",127,121,83,68,12,19,21,12,12,26,12,12,21,12,12,12,12,3053,"410030011024"
"G41000300101001","2010-2014",,,"Oregon","41","Benton County","003",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101, Benton County, Oregon",305,0,0,0,0,23,14,12,13,13,48,30,69,34,10,26,13,72431,"Block Group 1, Census Tract 101, Benton County, Oregon",66,12,12,12,12,27,21,19,21,23,36,25,67,30,16,31,22,40280,"410030101001"
"G41000300101002","2010-2014",,,"Oregon","41","Benton County","003",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101, Benton County, Oregon",699,0,10,0,0,0,11,16,91,47,92,95,109,106,73,24,25,72448,"Block Group 2, Census Tract 101, Benton County, Oregon",92,12,18,12,12,12,18,24,61,45,53,70,61,62,49,28,29,14584,"410030101002"
"G41000300101003","2010-2014",,,"Oregon","41","Benton County","003",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101, Benton County, Oregon",890,47,0,0,36,13,49,13,37,60,87,92,216,64,94,58,24,76375,"Block Group 3, Census Tract 101, Benton County, Oregon",121,57,12,12,34,20,40,20,35,45,55,55,100,35,79,45,27,10212,"410030101003"
"G41000300101004","2010-2014",,,"Oregon","41","Benton County","003",,,"010100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 101, Benton County, Oregon",566,0,39,0,0,0,17,28,13,15,57,38,107,99,79,45,29,89202,"Block Group 4, Census Tract 101, Benton County, Oregon",72,12,57,12,12,12,27,32,21,26,48,30,67,56,50,40,31,18901,"410030101004"
"G41000300101005","2010-2014",,,"Oregon","41","Benton County","003",,,"010100","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 101, Benton County, Oregon",663,0,11,0,12,0,15,34,19,52,41,112,94,147,46,37,43,82219,"Block Group 5, Census Tract 101, Benton County, Oregon",89,12,18,12,19,12,24,51,30,37,39,78,57,74,44,34,35,12828,"410030101005"
"G41000300102001","2010-2014",,,"Oregon","41","Benton County","003",,,"010200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 102, Benton County, Oregon",745,36,18,22,40,29,49,28,15,12,67,91,152,71,31,56,28,70208,"Block Group 1, Census Tract 102, Benton County, Oregon",73,30,18,15,51,20,47,21,17,9,33,40,58,35,24,25,18,11103,"410030102001"
"G41000300102002","2010-2014",,,"Oregon","41","Benton County","003",,,"010200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 102, Benton County, Oregon",417,10,0,9,30,11,8,10,35,0,47,16,39,32,42,99,29,88194,"Block Group 2, Census Tract 102, Benton County, Oregon",52,16,12,14,25,16,12,15,27,12,32,17,30,27,32,42,25,39269,"410030102002"
"G41000300102003","2010-2014",,,"Oregon","41","Benton County","003",,,"010200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 102, Benton County, Oregon",476,12,55,46,9,16,22,57,49,0,9,22,87,19,40,18,15,41313,"Block Group 3, Census Tract 102, Benton County, Oregon",94,17,56,33,14,17,23,51,49,12,14,23,69,19,53,20,17,23559,"410030102003"
"G41000300103001","2010-2014",,,"Oregon","41","Benton County","003",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 103, Benton County, Oregon",472,8,43,8,7,0,10,9,39,23,36,46,114,66,30,24,9,77500,"Block Group 1, Census Tract 103, Benton County, Oregon",65,12,32,11,10,12,15,13,21,20,30,38,48,40,24,20,14,21709,"410030103001"
"G41000300103002","2010-2014",,,"Oregon","41","Benton County","003",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 103, Benton County, Oregon",436,17,26,33,39,18,12,48,21,32,64,15,29,38,7,0,37,45526,"Block Group 2, Census Tract 103, Benton County, Oregon",55,16,24,24,29,18,18,30,19,29,56,15,26,30,8,12,29,9160,"410030103002"
"G41000300103003","2010-2014",,,"Oregon","41","Benton County","003",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 103, Benton County, Oregon",412,46,30,21,38,24,70,23,18,9,17,34,21,56,2,3,0,33631,"Block Group 3, Census Tract 103, Benton County, Oregon",66,27,29,18,28,21,49,20,21,15,14,23,12,31,4,5,12,4359,"410030103003"
"G41000300104001","2010-2014",,,"Oregon","41","Benton County","003",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 104, Benton County, Oregon",261,14,26,0,49,0,0,0,0,13,37,42,9,36,15,6,14,56319,"Block Group 1, Census Tract 104, Benton County, Oregon",66,18,26,12,60,12,12,12,12,14,28,33,13,30,18,10,23,18379,"410030104001"
"G41000300104002","2010-2014",,,"Oregon","41","Benton County","003",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 104, Benton County, Oregon",333,0,0,26,25,13,10,8,12,12,61,17,68,42,15,14,10,59861,"Block Group 2, Census Tract 104, Benton County, Oregon",69,12,12,28,22,17,15,11,17,18,50,25,42,30,23,16,17,31344,"410030104002"
"G41000300104003","2010-2014",,,"Oregon","41","Benton County","003",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 104, Benton County, Oregon",975,50,44,108,96,76,31,98,42,12,42,156,94,66,20,9,31,39522,"Block Group 3, Census Tract 104, Benton County, Oregon",111,35,44,68,51,59,26,61,37,13,33,64,46,36,19,9,29,5772,"410030104003"
"G41000300106001","2010-2014",,,"Oregon","41","Benton County","003",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106, Benton County, Oregon",714,197,73,34,50,93,27,41,13,28,31,11,46,25,0,25,20,25144,"Block Group 1, Census Tract 106, Benton County, Oregon",113,87,41,23,34,56,23,33,14,24,44,14,42,26,12,41,18,6731,"410030106001"
"G41000300106002","2010-2014",,,"Oregon","41","Benton County","003",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106, Benton County, Oregon",321,180,14,16,40,0,0,27,24,0,0,0,0,0,14,6,0,8866,"Block Group 2, Census Tract 106, Benton County, Oregon",74,65,12,17,33,12,12,34,34,12,12,12,12,12,15,10,12,4517,"410030106002"
"G41000300106003","2010-2014",,,"Oregon","41","Benton County","003",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106, Benton County, Oregon",490,165,58,54,22,16,8,23,7,8,11,51,35,32,0,0,0,16250,"Block Group 3, Census Tract 106, Benton County, Oregon",105,70,41,49,24,18,14,21,11,13,18,44,28,53,12,12,12,7054,"410030106003"
"G41000300106004","2010-2014",,,"Oregon","41","Benton County","003",,,"010600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 106, Benton County, Oregon",141,90,8,8,9,0,0,0,0,0,0,26,0,0,0,0,0,8963,"Block Group 4, Census Tract 106, Benton County, Oregon",71,61,13,13,15,12,12,12,12,12,12,40,12,12,12,12,12,3763,"410030106004"
"G41000300107021","2010-2014",,,"Oregon","41","Benton County","003",,,"010702","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.02, Benton County, Oregon",520,76,95,17,75,7,5,38,0,13,46,17,37,17,29,24,24,24700,"Block Group 1, Census Tract 107.02, Benton County, Oregon",82,39,51,14,43,12,9,26,12,12,31,17,24,12,22,23,16,16754,"410030107021"
"G41000300107022","2010-2014",,,"Oregon","41","Benton County","003",,,"010702","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.02, Benton County, Oregon",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Block Group 2, Census Tract 107.02, Benton County, Oregon",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,"410030107022"
"G41000300107023","2010-2014",,,"Oregon","41","Benton County","003",,,"010702","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 107.02, Benton County, Oregon",319,128,44,20,15,18,0,13,31,0,0,26,9,9,6,0,0,14290,"Block Group 3, Census Tract 107.02, Benton County, Oregon",98,76,37,19,15,16,12,10,50,12,12,18,10,13,9,12,12,6285,"410030107023"
"G41000300108001","2010-2014",,,"Oregon","41","Benton County","003",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 108, Benton County, Oregon",323,38,0,7,7,36,0,8,0,23,8,57,49,78,0,12,0,64954,"Block Group 1, Census Tract 108, Benton County, Oregon",83,37,12,14,12,46,12,12,12,26,13,52,49,52,12,18,12,28857,"410030108001"
"G41000300108002","2010-2014",,,"Oregon","41","Benton County","003",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 108, Benton County, Oregon",357,50,0,22,0,18,7,26,32,9,41,35,69,26,0,14,8,54219,"Block Group 2, Census Tract 108, Benton County, Oregon",82,52,12,23,12,21,12,23,44,14,33,30,36,24,12,17,13,17037,"410030108002"
"G41000300108003","2010-2014",,,"Oregon","41","Benton County","003",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 108, Benton County, Oregon",647,34,42,35,21,23,36,84,29,25,111,106,69,32,0,0,0,49450,"Block Group 3, Census Tract 108, Benton County, Oregon",124,42,45,38,17,25,31,66,25,39,66,58,49,28,12,12,12,9163,"410030108003"
"G41000300109001","2010-2014",,,"Oregon","41","Benton County","003",,,"010900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 109, Benton County, Oregon",841,92,17,62,55,41,34,16,29,9,94,61,96,56,47,118,14,56675,"Block Group 1, Census Tract 109, Benton County, Oregon",104,65,19,55,55,31,30,19,24,14,60,31,44,38,31,50,19,11664,"410030109001"
"G41000300109002","2010-2014",,,"Oregon","41","Benton County","003",,,"010900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 109, Benton County, Oregon",1008,44,8,75,17,20,53,0,31,28,77,93,164,131,87,78,102,80950,"Block Group 2, Census Tract 109, Benton County, Oregon",105,36,13,65,18,24,42,12,29,26,41,40,76,58,50,42,46,11150,"410030109002"
"G41000500201001","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 201, Clackamas County, Oregon",748,40,21,17,14,20,6,20,10,9,0,51,149,60,54,100,177,113750,"Block Group 1, Census Tract 201, Clackamas County, Oregon",89,49,24,18,17,19,9,29,17,14,12,39,82,48,29,50,50,29828,"410050201001"
"G41000500201002","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 201, Clackamas County, Oregon",377,31,0,19,28,13,7,0,25,8,19,7,33,39,41,36,71,92212,"Block Group 2, Census Tract 201, Clackamas County, Oregon",74,30,12,29,27,21,13,12,38,14,21,11,25,28,32,27,47,43383,"410050201002"
"G41000500201003","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 201, Clackamas County, Oregon",497,34,8,56,11,37,57,0,9,11,25,41,39,25,17,20,107,60083,"Block Group 3, Census Tract 201, Clackamas County, Oregon",80,29,13,65,18,29,45,12,15,16,26,30,30,27,19,24,66,31865,"410050201003"
"G41000500202001","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 202, Clackamas County, Oregon",462,0,52,51,15,0,0,0,0,38,28,82,46,19,10,13,108,70000,"Block Group 1, Census Tract 202, Clackamas County, Oregon",113,12,62,79,25,12,12,12,12,37,32,53,43,29,17,20,61,17478,"410050202001"
"G41000500202002","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 202, Clackamas County, Oregon",467,0,13,0,14,0,24,0,0,28,0,31,53,8,14,163,119,170729,"Block Group 2, Census Tract 202, Clackamas County, Oregon",85,12,21,12,22,12,28,12,12,36,12,33,40,12,23,77,66,13195,"410050202002"
"G41000500202003","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 202, Clackamas County, Oregon",422,16,0,16,17,0,15,10,0,0,34,88,12,58,36,53,67,110417,"Block Group 3, Census Tract 202, Clackamas County, Oregon",95,26,12,26,27,12,24,15,12,12,29,91,20,44,38,49,46,76705,"410050202003"
"G41000500202004","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 202, Clackamas County, Oregon",790,47,27,16,44,15,0,65,0,0,18,40,49,66,15,109,279,143833,"Block Group 4, Census Tract 202, Clackamas County, Oregon",138,77,32,25,40,26,12,64,12,12,28,38,41,42,25,63,118,68057,"410050202004"
"G41000500202005","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020200","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 202, Clackamas County, Oregon",570,0,11,0,0,75,64,82,50,43,98,53,63,0,0,14,17,45500,"Block Group 5, Census Tract 202, Clackamas County, Oregon",105,12,17,12,12,51,63,67,42,39,67,46,43,12,12,23,26,8542,"410050202005"
"G41000500203021","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020302","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203.02, Clackamas County, Oregon",471,9,40,0,6,0,35,0,29,26,59,54,78,47,21,52,15,69609,"Block Group 1, Census Tract 203.02, Clackamas County, Oregon",89,13,38,12,9,12,41,12,36,25,46,40,51,26,19,46,17,14126,"410050203021"
"G41000500203022","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020302","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203.02, Clackamas County, Oregon",1135,33,9,51,30,23,43,29,111,25,105,91,196,95,78,100,116,75810,"Block Group 2, Census Tract 203.02, Clackamas County, Oregon",92,28,14,33,39,25,32,27,82,24,49,60,80,50,37,51,64,7281,"410050203022"
"G41000500203031","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020303","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203.03, Clackamas County, Oregon",944,34,0,48,51,24,61,51,0,118,85,38,215,79,39,40,61,58750,"Block Group 1, Census Tract 203.03, Clackamas County, Oregon",157,37,12,48,71,30,47,49,12,106,60,47,119,54,44,46,48,27526,"410050203031"
"G41000500203032","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020303","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203.03, Clackamas County, Oregon",578,80,0,32,111,0,21,64,11,0,0,0,73,56,28,56,46,39258,"Block Group 2, Census Tract 203.03, Clackamas County, Oregon",114,92,12,35,83,12,33,82,18,12,12,12,56,50,33,52,42,58124,"410050203032"
"G41000500203033","2010-2014",,,"Oregon","41","Clackamas County","005",,,"020303","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 203.03, Clackamas County, Oregon",1050,143,6,24,47,20,104,21,19,30,144,115,130,50,58,83,56,55500,"Block Group 3, Census Tract 203.03, Clackamas County, Oregon",117,100,9,40,41,22,89,28,31,35,95,64,70,44,47,50,38,12039,"410050203033"
