GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,GEOID10
"G53003300063001","2010","Washington","53","King County","033","006300","1",1308.77,1184,1467,1155,8.76,7,11,16,2.00,2,2,4,30.97,27,36,56,3.00,3,3,1,5.88,5,7,5,13.88,13,15,43,"530330063001"
"G53003300063002","2010","Washington","53","King County","033","006300","2",1292.00,1292,1292,1240,13.00,13,13,11,0.00,0,0,2,31.00,31,31,39,0.00,0,0,1,9.00,9,9,1,20.00,20,20,23,"530330063002"
"G53003300063003","2010","Washington","53","King County","033","006300","3",911.23,753,1036,973,8.24,6,10,19,0.00,0,0,2,24.03,19,28,43,2.00,2,2,0,3.12,2,4,6,14.12,13,15,35,"530330063003"
"G53003300063004","2010","Washington","53","King County","033","006300","4",1236.00,1236,1236,1178,24.00,24,24,14,0.00,0,0,2,27.00,27,27,48,2.00,2,2,0,5.00,5,5,5,11.00,11,11,40,"530330063004"
"G53003300064001","2010","Washington","53","King County","033","006400","1",706.00,706,706,813,176.00,176,176,75,4.00,4,4,1,46.00,46,46,69,1.00,1,1,0,17.00,17,17,19,38.00,38,38,47,"530330064001"
"G53003300064002","2010","Washington","53","King County","033","006400","2",946.00,946,946,902,6.00,6,6,16,0.00,0,0,1,37.00,37,37,37,1.00,1,1,2,3.00,3,3,4,32.00,32,32,28,"530330064002"
"G53003300064003","2010","Washington","53","King County","033","006400","3",1036.00,1036,1036,1072,49.00,49,49,25,4.00,4,4,3,41.00,41,41,39,2.00,2,2,1,3.00,3,3,1,53.00,53,53,52,"530330064003"
"G53003300065001","2010","Washington","53","King County","033","006500","1",1047.00,1047,1047,993,21.00,21,21,5,2.00,2,2,3,32.00,32,32,58,2.00,2,2,3,5.00,5,5,8,27.00,27,27,42,"530330065001"
"G53003300065002","2010","Washington","53","King County","033","006500","2",1263.00,1263,1263,1284,34.00,34,34,19,13.00,13,13,3,89.00,89,89,99,1.00,1,1,0,18.00,18,18,15,58.00,58,58,70,"530330065002"
"G53003300065003","2010","Washington","53","King County","033","006500","3",1267.00,1267,1267,1378,34.00,34,34,22,8.00,8,8,15,55.00,55,55,86,4.00,4,4,1,15.00,15,15,8,50.00,50,50,45,"530330065003"
"G53003300066001","2010","Washington","53","King County","033","006600","1",1164.00,1164,1164,1386,32.00,32,32,79,17.00,17,17,20,96.00,96,96,200,4.00,4,4,4,18.00,18,18,29,36.00,36,36,71,"530330066001"
"G53003300066002","2010","Washington","53","King County","033","006600","2",1360.00,1360,1360,1453,37.00,37,37,40,8.00,8,8,4,113.00,113,113,139,6.00,6,6,5,10.00,10,10,31,53.00,53,53,79,"530330066002"
"G53003300067001","2010","Washington","53","King County","033","006700","1",995.00,995,995,1415,28.00,28,28,54,11.00,11,11,10,120.00,120,120,252,3.00,3,3,7,12.00,12,12,36,37.00,37,37,105,"530330067001"
"G53003300067002","2010","Washington","53","King County","033","006700","2",1136.00,1136,1136,1433,39.00,39,39,43,8.00,8,8,10,79.00,79,79,145,2.00,2,2,1,10.00,10,10,19,41.00,41,41,86,"530330067002"
"G53003300067003","2010","Washington","53","King County","033","006700","3",1082.00,1082,1082,1039,31.00,31,31,23,7.00,7,7,3,76.00,76,76,85,4.00,4,4,3,8.00,8,8,22,35.00,35,35,45,"530330067003"
"G53003300067004","2010","Washington","53","King County","033","006700","4",1424.00,1424,1424,1427,46.00,46,46,68,12.00,12,12,11,75.00,75,75,114,0.00,0,0,1,10.00,10,10,15,38.00,38,38,72,"530330067004"
"G53003300068001","2010","Washington","53","King County","033","006800","1",1192.00,1192,1192,1151,15.00,15,15,3,3.00,3,3,4,32.00,32,32,62,0.00,0,0,1,13.00,13,13,17,44.00,44,44,53,"530330068001"
"G53003300068002","2010","Washington","53","King County","033","006800","2",1231.00,1231,1231,1370,16.00,16,16,12,3.00,3,3,5,45.00,45,45,83,3.00,3,3,1,9.00,9,9,5,40.00,40,40,67,"530330068002"
"G53003300069001","2010","Washington","53","King County","033","006900","1",870.00,870,870,915,17.00,17,17,4,13.00,13,13,4,36.00,36,36,55,0.00,0,0,0,10.00,10,10,6,31.00,31,31,58,"530330069001"
"G53003300069002","2010","Washington","53","King County","033","006900","2",911.00,911,911,947,9.00,9,9,10,3.00,3,3,2,35.00,35,35,33,0.00,0,0,1,8.00,8,8,6,25.00,25,25,22,"530330069002"
"G53003300069003","2010","Washington","53","King County","033","006900","3",766.00,766,766,774,16.00,16,16,8,5.00,5,5,1,32.00,32,32,39,1.00,1,1,2,6.00,6,6,5,13.00,13,13,25,"530330069003"
"G53003300069004","2010","Washington","53","King County","033","006900","4",910.00,910,910,943,31.00,31,31,23,6.00,6,6,4,42.00,42,42,72,1.00,1,1,3,7.00,7,7,22,41.00,41,41,96,"530330069004"
"G53003300070001","2010","Washington","53","King County","033","007000","1",958.00,958,958,949,20.00,20,20,23,6.00,6,6,4,69.00,69,69,70,3.00,3,3,0,12.00,12,12,4,33.00,33,33,33,"530330070001"
"G53003300070002","2010","Washington","53","King County","033","007000","2",987.00,987,987,956,39.00,39,39,27,5.00,5,5,9,68.00,68,68,93,1.00,1,1,1,17.00,17,17,16,38.00,38,38,40,"530330070002"
"G53003300070003","2010","Washington","53","King County","033","007000","3",1322.00,1322,1322,1337,22.00,22,22,27,6.00,6,6,9,95.00,95,95,98,2.00,2,2,4,17.00,17,17,12,33.00,33,33,72,"530330070003"
"G53003300070004","2010","Washington","53","King County","033","007000","4",902.00,902,902,921,14.00,14,14,19,9.00,9,9,4,42.00,42,42,77,1.00,1,1,1,19.00,19,19,11,23.00,23,23,55,"530330070004"
"G53003300070005","2010","Washington","53","King County","033","007000","5",919.00,919,919,908,26.00,26,26,20,8.00,8,8,9,47.00,47,47,70,1.00,1,1,0,20.00,20,20,16,22.00,22,22,29,"530330070005"
"G53003300070006","2010","Washington","53","King County","033","007000","6",902.00,902,902,852,32.00,32,32,40,4.00,4,4,12,55.00,55,55,66,0.00,0,0,1,13.00,13,13,17,43.00,43,43,47,"530330070006"
"G53003300071001","2010","Washington","53","King County","033","007100","1",768.00,768,768,806,34.00,34,34,44,8.00,8,8,8,46.00,46,46,100,0.00,0,0,0,8.00,8,8,44,26.00,26,26,47,"530330071001"
"G53003300071002","2010","Washington","53","King County","033","007100","2",764.00,764,764,1572,33.00,33,33,121,18.00,18,18,18,48.00,48,48,188,3.00,3,3,5,24.00,24,24,19,29.00,29,29,83,"530330071002"
"G53003300072001","2010","Washington","53","King County","033","007200","1",1078.00,1078,1078,1834,74.00,74,74,233,32.00,32,32,25,101.00,101,101,356,2.00,2,2,6,32.00,32,32,54,53.00,53,53,132,"530330072001"
"G53003300072002","2010","Washington","53","King County","033","007200","2",601.00,601,601,772,23.00,23,23,61,9.00,9,9,17,53.00,53,53,243,1.00,1,1,7,16.00,16,16,18,20.00,20,20,68,"530330072002"
"G53003300072003","2010","Washington","53","King County","033","007200","3",753.00,753,753,1064,70.00,70,70,84,12.00,12,12,17,87.00,87,87,219,1.00,1,1,7,20.00,20,20,26,46.00,46,46,75,"530330072003"
"G53003300073001","2010","Washington","53","King County","033","007300","1",569.00,569,569,1117,139.00,139,139,233,20.00,20,20,20,37.00,37,37,185,0.00,0,0,11,9.00,9,9,25,35.00,35,35,94,"530330073001"
"G53003300073002","2010","Washington","53","King County","033","007300","2",621.00,621,621,915,283.00,283,283,217,49.00,49,49,56,82.00,82,82,77,11.00,11,11,3,34.00,34,34,43,83.00,83,83,59,"530330073002"
"G53003300073003","2010","Washington","53","King County","033","007300","3",188.00,188,188,1207,25.00,25,25,37,5.00,5,5,2,7.00,7,7,266,2.00,2,2,6,9.00,9,9,23,10.00,10,10,72,"530330073003"
"G53003300074011","2010","Washington","53","King County","033","007401","1",973.00,973,973,896,29.00,29,29,20,4.00,4,4,6,73.00,73,73,85,0.00,0,0,3,27.00,27,27,24,49.00,49,49,47,"530330074011"
"G53003300074012","2010","Washington","53","King County","033","007401","2",829.00,829,829,743,57.00,57,57,29,12.00,12,12,8,69.00,69,69,60,6.00,6,6,2,23.00,23,23,12,34.00,34,34,63,"530330074012"
"G53003300074013","2010","Washington","53","King County","033","007401","3",857.00,857,857,796,24.00,24,24,19,6.00,6,6,4,79.00,79,79,91,4.00,4,4,2,11.00,11,11,17,27.00,27,27,52,"530330074013"
"G53003300074014","2010","Washington","53","King County","033","007401","4",963.00,963,963,911,29.00,29,29,25,9.00,9,9,6,70.00,70,70,100,2.00,2,2,4,23.00,23,23,30,25.00,25,25,60,"530330074014"
"G53003300074021","2010","Washington","53","King County","033","007402","1",1039.72,984,1040,1409,53.99,52,54,31,13.99,13,14,14,95.99,94,96,189,3.00,3,3,10,28.99,27,29,28,67.98,65,68,91,"530330074021"
"G53003300074022","2010","Washington","53","King County","033","007402","2",1199.00,1199,1199,1042,164.00,164,164,210,31.00,31,31,21,129.00,129,129,159,6.00,6,6,5,59.00,59,59,28,83.00,83,83,98,"530330074022"
"G53003300074023","2010","Washington","53","King County","033","007402","3",1255.28,1255,1311,1175,133.01,133,135,135,24.01,24,25,25,136.01,136,138,113,3.00,3,3,6,24.01,24,26,50,68.02,68,71,82,"530330074023"
"G53003300075001","2010","Washington","53","King County","033","007500","1",969.00,969,969,941,82.00,82,82,50,12.00,12,12,10,62.00,62,62,68,1.00,1,1,1,9.00,9,9,11,26.00,26,26,55,"530330075001"
"G53003300075002","2010","Washington","53","King County","033","007500","2",833.00,833,833,1017,91.00,91,91,68,8.00,8,8,3,55.00,55,55,99,6.00,6,6,9,22.00,22,22,17,56.00,56,56,82,"530330075002"
"G53003300075003","2010","Washington","53","King County","033","007500","3",1247.00,1247,1247,1285,69.00,69,69,49,19.00,19,19,10,73.00,73,73,140,2.00,2,2,4,22.00,22,22,39,68.00,68,68,63,"530330075003"
"G53003300075004","2010","Washington","53","King County","033","007500","4",630.00,630,630,1028,111.00,111,111,114,26.00,26,26,28,51.00,51,51,113,1.00,1,1,3,20.00,20,20,33,51.00,51,51,84,"530330075004"
"G53003300075005","2010","Washington","53","King County","033","007500","5",783.00,783,783,690,36.00,36,36,26,10.00,10,10,4,43.00,43,43,79,5.00,5,5,2,23.00,23,23,19,32.00,32,32,38,"530330075005"
"G53003300076001","2010","Washington","53","King County","033","007600","1",796.00,796,796,921,124.00,124,124,76,9.00,9,9,2,53.00,53,53,65,1.00,1,1,1,16.00,16,16,6,63.00,63,63,66,"530330076001"
"G53003300076002","2010","Washington","53","King County","033","007600","2",659.00,659,659,798,317.00,317,317,210,13.00,13,13,1,45.00,45,45,87,0.00,0,0,0,22.00,22,22,13,49.00,49,49,70,"530330076002"
"G53003300076003","2010","Washington","53","King County","033","007600","3",938.00,938,938,966,63.00,63,63,91,3.00,3,3,5,42.00,42,42,59,0.00,0,0,3,7.00,7,7,14,41.00,41,41,44,"530330076003"
"G53003300077001","2010","Washington","53","King County","033","007700","1",533.00,533,533,726,534.00,534,534,304,2.00,2,2,3,39.00,39,39,58,0.00,0,0,0,18.00,18,18,8,59.00,59,59,72,"530330077001"
"G53003300077002","2010","Washington","53","King County","033","007700","2",522.00,522,522,686,179.00,179,179,135,2.00,2,2,1,41.00,41,41,77,0.00,0,0,0,12.00,12,12,11,38.00,38,38,53,"530330077002"
"G53003300077003","2010","Washington","53","King County","033","007700","3",311.00,311,311,599,474.00,474,474,258,9.00,9,9,6,17.00,17,17,58,10.00,10,10,1,16.00,16,16,20,48.00,48,48,62,"530330077003"
"G53003300077004","2010","Washington","53","King County","033","007700","4",701.00,701,701,959,301.00,301,301,156,3.00,3,3,8,52.00,52,52,102,2.00,2,2,4,30.00,30,30,33,37.00,37,37,76,"530330077004"
"G53003300078001","2010","Washington","53","King County","033","007800","1",1067.00,1067,1067,1060,91.00,91,91,55,7.00,7,7,3,52.00,52,52,58,0.00,0,0,4,3.00,3,3,13,35.00,35,35,42,"530330078001"
"G53003300078002","2010","Washington","53","King County","033","007800","2",1050.00,1050,1050,1148,373.00,373,373,206,11.00,11,11,7,42.00,42,42,66,0.00,0,0,0,11.00,11,11,8,61.00,61,61,92,"530330078002"
"G53003300078003","2010","Washington","53","King County","033","007800","3",663.00,663,663,824,288.00,288,288,173,9.00,9,9,16,42.00,42,42,51,1.00,1,1,0,8.00,8,8,11,49.00,49,49,77,"530330078003"
"G53003300078004","2010","Washington","53","King County","033","007800","4",909.00,909,909,954,242.00,242,242,123,2.00,2,2,3,42.00,42,42,80,0.00,0,0,0,9.00,9,9,8,30.00,30,30,63,"530330078004"
"G53003300079001","2010","Washington","53","King County","033","007900","1",255.00,255,255,665,287.00,287,287,126,1.00,1,1,5,18.00,18,18,128,1.00,1,1,3,24.00,24,24,37,44.00,44,44,61,"530330079001"
"G53003300079002","2010","Washington","53","King County","033","007900","2",405.00,405,405,552,313.00,313,313,323,13.00,13,13,5,35.00,35,35,67,4.00,4,4,0,30.00,30,30,90,61.00,61,61,79,"530330079002"
"G53003300079003","2010","Washington","53","King County","033","007900","3",548.00,548,548,624,135.00,135,135,115,5.00,5,5,10,40.00,40,40,46,2.00,2,2,2,17.00,17,17,29,27.00,27,27,46,"530330079003"
"G53003300079004","2010","Washington","53","King County","033","007900","4",611.00,611,611,756,72.00,72,72,52,7.00,7,7,5,27.00,27,27,84,6.00,6,6,1,11.00,11,11,17,50.00,50,50,52,"530330079004"
"G53003300079005","2010","Washington","53","King County","033","007900","5",827.00,827,827,849,189.00,189,189,156,10.00,10,10,12,65.00,65,65,47,3.00,3,3,2,21.00,21,21,36,68.00,68,68,65,"530330079005"
"G53003300080011","2010","Washington","53","King County","033","008001","1",816.00,816,816,1086,42.00,42,42,37,5.00,5,5,12,118.00,118,118,250,2.00,2,2,7,10.00,10,10,20,26.00,26,26,59,"530330080011"
"G53003300080012","2010","Washington","53","King County","033","008001","2",911.00,911,911,581,154.00,154,154,77,17.00,17,17,5,97.00,97,97,101,2.00,2,2,8,17.00,17,17,18,48.00,48,48,40,"530330080012"
"G53003300080013","2010","Washington","53","King County","033","008001","3",505.00,505,505,763,37.00,37,37,61,7.00,7,7,12,61.00,61,61,156,0.00,0,0,2,7.00,7,7,13,23.00,23,23,47,"530330080013"
"G53003300080014","2010","Washington","53","King County","033","008001","4",325.00,325,325,975,76.00,76,76,137,24.00,24,24,22,22.00,22,22,229,1.00,1,1,2,27.00,27,27,20,30.00,30,30,47,"530330080014"
"G53003300080015","2010","Washington","53","King County","033","008001","5",0.00,0,0,588,0.00,0,0,24,0.00,0,0,3,0.00,0,0,148,0.00,0,0,1,0.00,0,0,6,0.00,0,0,31,"530330080015"
"G53003300080021","2010","Washington","53","King County","033","008002","1",1179.00,1179,1179,1232,165.00,165,165,223,51.00,51,51,51,100.00,100,100,128,4.00,4,4,7,38.00,38,38,30,81.00,81,81,87,"530330080021"
"G53003300080022","2010","Washington","53","King County","033","008002","2",844.00,844,844,932,113.00,113,113,72,17.00,17,17,15,103.00,103,103,135,4.00,4,4,6,16.00,16,16,34,47.00,47,47,61,"530330080022"
"G53003300081001","2010","Washington","53","King County","033","008100","1",888.00,888,888,1159,87.00,87,87,31,15.00,15,15,11,85.00,85,85,200,6.00,6,6,1,30.00,30,30,26,60.00,60,60,50,"530330081001"
"G53003300081002","2010","Washington","53","King County","033","008100","2",594.00,594,594,845,260.00,260,260,256,69.00,69,69,45,35.00,35,35,79,4.00,4,4,4,27.00,27,27,37,57.00,57,57,41,"530330081002"
"G53003300081003","2010","Washington","53","King County","033","008100","3",941.00,941,941,946,121.00,121,121,111,17.00,17,17,25,112.00,112,112,142,0.00,0,0,3,22.00,22,22,23,47.00,47,47,35,"530330081003"
"G53003300082001","2010","Washington","53","King County","033","008200","1",440.00,440,440,571,110.00,110,110,84,10.00,10,10,4,41.00,41,41,160,2.00,2,2,7,12.00,12,12,22,33.00,33,33,35,"530330082001"
"G53003300082002","2010","Washington","53","King County","033","008200","2",723.00,723,723,911,62.00,62,62,85,14.00,14,14,20,143.00,143,143,231,9.00,9,9,5,37.00,37,37,59,49.00,49,49,78,"530330082002"
"G53003300082003","2010","Washington","53","King County","033","008200","3",990.00,990,990,878,68.00,68,68,29,14.00,14,14,4,42.00,42,42,61,0.00,0,0,2,35.00,35,35,8,41.00,41,41,26,"530330082003"
"G53003300083001","2010","Washington","53","King County","033","008300","1",862.00,862,862,707,71.00,71,71,48,10.00,10,10,5,188.00,188,188,125,11.00,11,11,2,13.00,13,13,13,50.00,50,50,33,"530330083001"
"G53003300083002","2010","Washington","53","King County","033","008300","2",972.00,972,972,1153,109.00,109,109,85,24.00,24,24,29,121.00,121,121,226,7.00,7,7,7,28.00,28,28,21,42.00,42,42,51,"530330083002"
"G53003300084001","2010","Washington","53","King County","033","008400","1",862.00,862,862,898,71.00,71,71,93,14.00,14,14,15,125.00,125,125,145,4.00,4,4,5,32.00,32,32,19,40.00,40,40,83,"530330084001"
"G53003300084002","2010","Washington","53","King County","033","008400","2",903.00,903,903,1001,135.00,135,135,121,13.00,13,13,4,209.00,209,209,198,8.00,8,8,2,16.00,16,16,22,64.00,64,64,74,"530330084002"
"G53003300084003","2010","Washington","53","King County","033","008400","3",964.00,964,964,804,147.00,147,147,68,32.00,32,32,11,111.00,111,111,128,6.00,6,6,2,25.00,25,25,13,57.00,57,57,54,"530330084003"
"G53003300085001","2010","Washington","53","King County","033","008500","1",593.00,593,593,777,159.00,159,159,77,38.00,38,38,28,120.00,120,120,100,6.00,6,6,0,130.00,130,130,105,72.00,72,72,40,"530330085001"
"G53003300085002","2010","Washington","53","King County","033","008500","2",504.00,504,504,366,319.00,319,319,292,35.00,35,35,27,198.00,198,198,190,11.00,11,11,12,67.00,67,67,65,53.00,53,53,41,"530330085002"
"G53003300085003","2010","Washington","53","King County","033","008500","3",2083.00,2083,2083,1026,1192.00,1192,1192,859,97.00,97,97,60,272.00,272,272,217,12.00,12,12,1,21.00,21,21,22,43.00,43,43,36,"530330085003"
"G53003300086001","2010","Washington","53","King County","033","008600","1",600.00,600,600,775,93.00,93,93,113,15.00,15,15,11,77.00,77,77,197,4.00,4,4,3,22.00,22,22,19,47.00,47,47,89,"530330086001"
"G53003300086002","2010","Washington","53","King County","033","008600","2",1347.00,1347,1347,1646,134.00,134,134,214,17.00,17,17,36,439.00,439,439,505,54.00,54,54,32,28.00,28,28,124,116.00,116,116,127,"530330086002"
"G53003300086003","2010","Washington","53","King County","033","008600","3",487.00,487,487,456,280.00,280,280,359,32.00,32,32,28,145.00,145,145,235,8.00,8,8,12,91.00,91,91,23,62.00,62,62,51,"530330086003"
"G53003300087001","2010","Washington","53","King County","033","008700","1",743.00,743,743,872,530.00,530,530,288,20.00,20,20,8,91.00,91,91,108,4.00,4,4,6,56.00,56,56,44,90.00,90,90,78,"530330087001"
"G53003300087002","2010","Washington","53","King County","033","008700","2",291.00,291,291,515,409.00,409,409,288,12.00,12,12,16,57.00,57,57,64,3.00,3,3,3,144.00,144,144,128,103.00,103,103,98,"530330087002"
"G53003300087003","2010","Washington","53","King County","033","008700","3",411.00,411,411,675,457.00,457,457,329,20.00,20,20,12,202.00,202,202,170,9.00,9,9,11,72.00,72,72,37,66.00,66,66,93,"530330087003"
"G53003300088001","2010","Washington","53","King County","033","008800","1",549.00,549,549,849,558.00,558,558,317,13.00,13,13,3,40.00,40,40,50,1.00,1,1,6,19.00,19,19,28,89.00,89,89,93,"530330088001"
"G53003300088002","2010","Washington","53","King County","033","008800","2",416.00,416,416,647,680.00,680,680,445,4.00,4,4,8,17.00,17,17,35,1.00,1,1,1,91.00,91,91,16,65.00,65,65,61,"530330088002"
"G53003300088003","2010","Washington","53","King County","033","008800","3",312.00,312,312,395,543.00,543,543,376,6.00,6,6,4,35.00,35,35,66,0.00,0,0,0,16.00,16,16,28,51.00,51,51,75,"530330088003"
"G53003300089001","2010","Washington","53","King County","033","008900","1",857.00,857,857,855,142.00,142,142,120,1.00,1,1,2,77.00,77,77,114,1.00,1,1,3,16.00,16,16,13,44.00,44,44,55,"530330089001"
"G53003300089002","2010","Washington","53","King County","033","008900","2",454.00,454,454,563,579.00,579,579,507,10.00,10,10,7,87.00,87,87,95,3.00,3,3,10,42.00,42,42,25,75.00,75,75,65,"530330089002"
"G53003300089003","2010","Washington","53","King County","033","008900","3",333.00,333,333,505,575.00,575,575,423,7.00,7,7,6,56.00,56,56,94,19.00,19,19,2,55.00,55,55,59,85.00,85,85,101,"530330089003"
"G53003300089004","2010","Washington","53","King County","033","008900","4",346.00,346,346,502,560.00,560,560,462,8.00,8,8,9,75.00,75,75,109,1.00,1,1,17,27.00,27,27,35,61.00,61,61,71,"530330089004"
"G53003300090001","2010","Washington","53","King County","033","009000","1",223.00,223,223,513,267.00,267,267,317,21.00,21,21,20,56.00,56,56,136,0.00,0,0,5,122.00,122,122,138,94.00,94,94,85,"530330090001"
"G53003300090002","2010","Washington","53","King County","033","009000","2",171.00,171,171,495,285.00,285,285,323,10.00,10,10,5,784.00,784,784,748,1.00,1,1,3,14.00,14,14,36,86.00,86,86,101,"530330090002"
"G53003300091001","2010","Washington","53","King County","033","009100","1",78.00,78,78,111,232.00,232,232,271,19.00,19,19,14,524.00,524,524,838,6.00,6,6,2,13.00,13,13,16,73.00,73,73,49,"530330091001"
"G53003300091002","2010","Washington","53","King County","033","009100","2",285.00,285,285,318,93.00,93,93,57,10.00,10,10,6,652.00,652,652,734,5.00,5,5,6,26.00,26,26,20,67.00,67,67,66,"530330091002"
