GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,GEOID10
"G53006100410001","2010","Washington","53","Snohomish County","061","041000","1",1102.00,1102,1102,1083,"530610410001"
"G53006100410002","2010","Washington","53","Snohomish County","061","041000","2",1198.00,1198,1198,1374,"530610410002"
"G53006100410003","2010","Washington","53","Snohomish County","061","041000","3",1528.00,1528,1528,1555,"530610410003"
"G53006100410004","2010","Washington","53","Snohomish County","061","041000","4",1344.00,1344,1344,1368,"530610410004"
"G53006100411001","2010","Washington","53","Snohomish County","061","041100","1",1229.00,1229,1229,1369,"530610411001"
"G53006100411002","2010","Washington","53","Snohomish County","061","041100","2",898.00,898,898,1010,"530610411002"
"G53006100411003","2010","Washington","53","Snohomish County","061","041100","3",1022.00,1022,1022,1184,"530610411003"
"G53006100411004","2010","Washington","53","Snohomish County","061","041100","4",1078.00,1078,1078,1007,"530610411004"
"G53006100412011","2010","Washington","53","Snohomish County","061","041201","1",1606.00,1606,1606,1662,"530610412011"
"G53006100412012","2010","Washington","53","Snohomish County","061","041201","2",1665.00,1665,1665,1777,"530610412012"
"G53006100412021","2010","Washington","53","Snohomish County","061","041202","1",1111.00,1111,1111,1270,"530610412021"
"G53006100412022","2010","Washington","53","Snohomish County","061","041202","2",1977.00,1977,1977,1946,"530610412022"
"G53006100412023","2010","Washington","53","Snohomish County","061","041202","3",1223.00,1223,1223,1515,"530610412023"
"G53006100412024","2010","Washington","53","Snohomish County","061","041202","4",983.00,983,983,1060,"530610412024"
"G53006100413011","2010","Washington","53","Snohomish County","061","041301","1",1438.73,1137,1439,1443,"530610413011"
"G53006100413012","2010","Washington","53","Snohomish County","061","041301","2",1439.20,1438,1543,1773,"530610413012"
"G53006100413013","2010","Washington","53","Snohomish County","061","041301","3",1171.00,1171,1171,1162,"530610413013"
"G53006100413014","2010","Washington","53","Snohomish County","061","041301","4",797.00,797,797,739,"530610413014"
"G53006100413031","2010","Washington","53","Snohomish County","061","041303","1",1533.00,1533,1533,2752,"530610413031"
"G53006100413032","2010","Washington","53","Snohomish County","061","041303","2",831.00,831,831,750,"530610413032"
"G53006100413033","2010","Washington","53","Snohomish County","061","041303","3",982.00,982,982,1000,"530610413033"
"G53006100413041","2010","Washington","53","Snohomish County","061","041304","1",1268.80,1165,1270,1292,"530610413041"
"G53006100413042","2010","Washington","53","Snohomish County","061","041304","2",1385.27,1385,1687,1578,"530610413042"
"G53006100414001","2010","Washington","53","Snohomish County","061","041400","1",1188.00,1188,1188,1220,"530610414001"
"G53006100414002","2010","Washington","53","Snohomish County","061","041400","2",1425.00,1425,1425,1551,"530610414002"
"G53006100414003","2010","Washington","53","Snohomish County","061","041400","3",1270.00,1270,1270,1367,"530610414003"
"G53006100414004","2010","Washington","53","Snohomish County","061","041400","4",1358.00,1358,1358,1396,"530610414004"
"G53006100415001","2010","Washington","53","Snohomish County","061","041500","1",783.00,783,783,752,"530610415001"
"G53006100415002","2010","Washington","53","Snohomish County","061","041500","2",715.00,715,715,644,"530610415002"
"G53006100416011","2010","Washington","53","Snohomish County","061","041601","1",1157.00,1157,1157,1393,"530610416011"
"G53006100416012","2010","Washington","53","Snohomish County","061","041601","2",1254.00,1254,1254,1732,"530610416012"
"G53006100416013","2010","Washington","53","Snohomish County","061","041601","3",985.00,985,985,1354,"530610416013"
"G53006100416014","2010","Washington","53","Snohomish County","061","041601","4",978.00,978,978,1019,"530610416014"
"G53006100416051","2010","Washington","53","Snohomish County","061","041605","1",1583.00,1583,1583,1782,"530610416051"
"G53006100416052","2010","Washington","53","Snohomish County","061","041605","2",1248.00,1248,1248,1524,"530610416052"
"G53006100416053","2010","Washington","53","Snohomish County","061","041605","3",2615.00,2615,2615,2520,"530610416053"
"G53006100416061","2010","Washington","53","Snohomish County","061","041606","1",1491.00,1491,1491,1816,"530610416061"
"G53006100416062","2010","Washington","53","Snohomish County","061","041606","2",1238.20,1049,1269,2662,"530610416062"
"G53006100416063","2010","Washington","53","Snohomish County","061","041606","3",733.80,703,923,809,"530610416063"
"G53006100416071","2010","Washington","53","Snohomish County","061","041607","1",1167.00,1167,1167,2344,"530610416071"
"G53006100416072","2010","Washington","53","Snohomish County","061","041607","2",1341.00,1341,1341,1313,"530610416072"
"G53006100416081","2010","Washington","53","Snohomish County","061","041608","1",1282.00,1282,1282,1213,"530610416081"
"G53006100416082","2010","Washington","53","Snohomish County","061","041608","2",912.00,912,912,939,"530610416082"
"G53006100416083","2010","Washington","53","Snohomish County","061","041608","3",877.00,877,877,869,"530610416083"
"G53006100416084","2010","Washington","53","Snohomish County","061","041608","4",1289.00,1289,1289,1243,"530610416084"
"G53006100416085","2010","Washington","53","Snohomish County","061","041608","5",773.00,773,773,2000,"530610416085"
"G53006100417011","2010","Washington","53","Snohomish County","061","041701","1",1527.00,1527,1527,1546,"530610417011"
"G53006100417012","2010","Washington","53","Snohomish County","061","041701","2",1097.00,1097,1097,1316,"530610417012"
"G53006100417013","2010","Washington","53","Snohomish County","061","041701","3",1254.00,1254,1254,1497,"530610417013"
"G53006100417031","2010","Washington","53","Snohomish County","061","041703","1",1102.00,1102,1102,1594,"530610417031"
"G53006100417032","2010","Washington","53","Snohomish County","061","041703","2",813.00,813,813,756,"530610417032"
"G53006100417033","2010","Washington","53","Snohomish County","061","041703","3",1254.00,1254,1254,1518,"530610417033"
"G53006100417034","2010","Washington","53","Snohomish County","061","041703","4",740.00,740,740,1171,"530610417034"
"G53006100417041","2010","Washington","53","Snohomish County","061","041704","1",972.00,972,972,1504,"530610417041"
"G53006100417042","2010","Washington","53","Snohomish County","061","041704","2",94.56,84,532,2281,"530610417042"
"G53006100417043","2010","Washington","53","Snohomish County","061","041704","3",960.44,523,971,1239,"530610417043"
"G53006100418051","2010","Washington","53","Snohomish County","061","041805","1",1410.00,1410,1410,1444,"530610418051"
"G53006100418052","2010","Washington","53","Snohomish County","061","041805","2",1858.00,1858,1858,1993,"530610418052"
"G53006100418053","2010","Washington","53","Snohomish County","061","041805","3",1949.00,1949,1949,2136,"530610418053"
"G53006100418061","2010","Washington","53","Snohomish County","061","041806","1",1322.00,1322,1322,1575,"530610418061"
"G53006100418062","2010","Washington","53","Snohomish County","061","041806","2",1513.00,1513,1513,1699,"530610418062"
"G53006100418063","2010","Washington","53","Snohomish County","061","041806","3",830.00,830,830,1041,"530610418063"
"G53006100418064","2010","Washington","53","Snohomish County","061","041806","4",1133.00,1133,1133,1081,"530610418064"
"G53006100418065","2010","Washington","53","Snohomish County","061","041806","5",1073.00,1073,1073,998,"530610418065"
"G53006100418066","2010","Washington","53","Snohomish County","061","041806","6",1514.00,1514,1514,1577,"530610418066"
"G53006100418081","2010","Washington","53","Snohomish County","061","041808","1",1131.20,1119,1138,1445,"530610418081"
"G53006100418082","2010","Washington","53","Snohomish County","061","041808","2",1357.80,1351,1370,1276,"530610418082"
"G53006100418083","2010","Washington","53","Snohomish County","061","041808","3",1187.00,1187,1187,1393,"530610418083"
"G53006100418091","2010","Washington","53","Snohomish County","061","041809","1",1635.00,1635,1635,1671,"530610418091"
"G53006100418092","2010","Washington","53","Snohomish County","061","041809","2",1805.00,1805,1805,1794,"530610418092"
"G53006100418093","2010","Washington","53","Snohomish County","061","041809","3",1326.00,1326,1326,1542,"530610418093"
"G53006100418101","2010","Washington","53","Snohomish County","061","041810","1",680.00,680,680,714,"530610418101"
"G53006100418102","2010","Washington","53","Snohomish County","061","041810","2",1599.00,1599,1599,2459,"530610418102"
"G53006100418103","2010","Washington","53","Snohomish County","061","041810","3",1376.00,1376,1376,1862,"530610418103"
"G53006100418111","2010","Washington","53","Snohomish County","061","041811","1",1297.44,1295,1552,1945,"530610418111"
"G53006100418112","2010","Washington","53","Snohomish County","061","041811","2",476.00,476,476,1775,"530610418112"
"G53006100418113","2010","Washington","53","Snohomish County","061","041811","3",2217.00,2217,2217,2683,"530610418113"
"G53006100418121","2010","Washington","53","Snohomish County","061","041812","1",1626.56,1372,1629,3126,"530610418121"
"G53006100418122","2010","Washington","53","Snohomish County","061","041812","2",1164.00,1164,1164,2424,"530610418122"
"G53006100419011","2010","Washington","53","Snohomish County","061","041901","1",877.00,877,877,767,"530610419011"
"G53006100419012","2010","Washington","53","Snohomish County","061","041901","2",918.00,918,918,1932,"530610419012"
"G53006100419013","2010","Washington","53","Snohomish County","061","041901","3",964.00,964,964,1374,"530610419013"
"G53006100419031","2010","Washington","53","Snohomish County","061","041903","1",1313.00,1313,1313,1221,"530610419031"
"G53006100419032","2010","Washington","53","Snohomish County","061","041903","2",2210.53,47,3070,2085,"530610419032"
"G53006100419033","2010","Washington","53","Snohomish County","061","041903","3",1473.00,1473,1473,2050,"530610419033"
"G53006100419034","2010","Washington","53","Snohomish County","061","041903","4",1371.47,512,3535,1625,"530610419034"
"G53006100419041","2010","Washington","53","Snohomish County","061","041904","1",2325.00,2325,2325,2684,"530610419041"
"G53006100419042","2010","Washington","53","Snohomish County","061","041904","2",1677.00,1677,1677,1804,"530610419042"
"G53006100419043","2010","Washington","53","Snohomish County","061","041904","3",778.00,778,778,1112,"530610419043"
"G53006100419051","2010","Washington","53","Snohomish County","061","041905","1",725.00,725,725,1670,"530610419051"
"G53006100419052","2010","Washington","53","Snohomish County","061","041905","2",762.00,762,762,945,"530610419052"
"G53006100419053","2010","Washington","53","Snohomish County","061","041905","3",1554.00,1554,1554,1612,"530610419053"
"G53006100419054","2010","Washington","53","Snohomish County","061","041905","4",869.00,869,869,947,"530610419054"
"G53006100420011","2010","Washington","53","Snohomish County","061","042001","1",1794.00,1794,1794,1796,"530610420011"
"G53006100420012","2010","Washington","53","Snohomish County","061","042001","2",1469.00,1469,1469,1406,"530610420012"
"G53006100420013","2010","Washington","53","Snohomish County","061","042001","3",1600.39,1155,1624,1584,"530610420013"
"G53006100420014","2010","Washington","53","Snohomish County","061","042001","4",975.00,975,975,1135,"530610420014"
"G53006100420031","2010","Washington","53","Snohomish County","061","042003","1",1560.00,1560,1560,1565,"530610420031"
"G53006100420032","2010","Washington","53","Snohomish County","061","042003","2",1790.00,1790,1790,1771,"530610420032"
"G53006100420041","2010","Washington","53","Snohomish County","061","042004","1",1471.00,1471,1471,1706,"530610420041"
"G53006100420042","2010","Washington","53","Snohomish County","061","042004","2",923.00,923,923,1019,"530610420042"
"G53006100420043","2010","Washington","53","Snohomish County","061","042004","3",1354.00,1354,1354,1441,"530610420043"
"G53006100420051","2010","Washington","53","Snohomish County","061","042005","1",2117.00,2117,2117,2325,"530610420051"
"G53006100420052","2010","Washington","53","Snohomish County","061","042005","2",1971.00,1971,1971,1968,"530610420052"
"G53006100420053","2010","Washington","53","Snohomish County","061","042005","3",780.61,757,1226,884,"530610420053"
"G53006100420061","2010","Washington","53","Snohomish County","061","042006","1",437.00,437,437,1239,"530610420061"
"G53006100420062","2010","Washington","53","Snohomish County","061","042006","2",1184.00,1184,1184,1874,"530610420062"
"G53006100420063","2010","Washington","53","Snohomish County","061","042006","3",1614.00,1614,1614,1431,"530610420063"
"G53006100501011","2010","Washington","53","Snohomish County","061","050101","1",1342.09,1044,1655,1220,"530610501011"
"G53006100501012","2010","Washington","53","Snohomish County","061","050101","2",1434.91,1122,1733,1466,"530610501012"
